name,Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),Project,Version,wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
org.apache.poi.poifs.property.Property,16.0,34.0,240.0,14.17,2.0,12.5,76.0,16.74,37.25,103.0,0.86,0.0,0.0,,,13.0,1.0,156.0,0.64,12.0,92.31,53.0,11.67,59.55,77.5,0.99,0.0,0.0,,,29.0,48.0,812.0,5.91,8.0,27.59,101.0,22.25,34.47,382.0,0.94,183.17,22.56,,,29.0,28.012,0.966,0.12,0.406,183.167,-2.122,0.244,0.059,6.388,31.528,4.272,0.784,28.135,0.97,0.112,0.438,0.163,poi,2.0RC1,32,1,3,19,65,290,13,18,0.9626486,732,1.0,16,0.0,0.17578125,0,0,20.6875,3,1.15625,0
org.apache.poi.util.POILogger,8.0,7.0,56.0,12.5,4.0,50.0,163.0,35.9,75.46,24.5,0.88,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,14.0,3.08,100.0,0.0,0.0,,,,9.0,7.0,72.0,9.72,5.0,55.56,166.0,36.56,72.17,32.5,0.9,8.0,11.11,,,9.0,7.923,0.88,0.556,0.497,8.0,-0.586,0.52,0.097,1.982,33.53,1.78,1.95,7.971,0.886,0.389,0.701,0.106,poi,2.0RC1,26,1,3,9,42,325,8,22,1.04,693,0.0,0,0.0,0.5448718,0,0,25.461538,10,1.9615384,1
org.apache.poi.hssf.record.formula.OperationPtg,20.0,18.0,380.0,4.74,2.0,10.0,76.0,16.74,44.44,181.0,0.95,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,81.0,17.84,100.0,0.0,0.0,,,,21.0,46.0,420.0,10.95,1.0,4.76,90.0,19.82,35.71,187.0,0.89,153.0,36.43,,,21.0,18.071,0.861,0.439,0.594,153.0,-0.823,0.797,0.11,4.626,31.375,0.2,1.656,18.167,0.865,0.25,0.524,0.489,poi,2.0RC1,5,2,18,21,6,10,20,5,1.25,13,0.0,0,0.6363636,0.6,0,0,1.0,1,0.8,0
org.apache.poi.hssf.eventusermodel.AbortableHSSFListener,1.0,0.0,0.0,0.0,0.0,1.0,100.0,9.0,1.98,100.0,0.0,0.0,,,,4.0,1.0,12.0,8.33,3.0,75.0,149.0,32.82,93.71,5.5,0.92,0.0,0.0,,,5.0,5.0,20.0,25.0,1.0,20.0,150.0,33.04,89.29,7.5,0.75,0.0,0.0,,,5.0,2.789,0.558,0.822,0.388,0.0,-0.195,0.717,0.25,1.101,29.309,0.12,1.757,3.736,0.747,0.5,0.398,0.333,poi,2.0RC1,3,1,0,4,4,3,1,3,2.0,7,0.0,0,0.0,0.8333333,0,0,1.3333334,1,0.6666667,1
org.apache.poi.hssf.record.formula.Ptg,35.0,45.0,1190.0,3.78,7.0,20.0,153.0,33.7,41.69,572.5,0.96,810.5,68.11,,,69.0,64.0,4692.0,1.36,36.0,52.17,172.0,37.89,39.81,2314.0,0.99,1520.0,32.4,,,81.0,172.0,6480.0,2.65,7.0,8.64,228.0,50.22,34.65,3154.0,0.97,2999.33,46.29,,,81.0,77.721,0.96,0.299,0.889,2999.333,-1.206,0.307,0.027,17.841,38.312,10.457,7.355,78.011,0.963,0.291,0.909,0.225,poi,2.0RC1,12,1,16,46,56,60,25,12,1.0,415,0.25,0,0.0,0.28333333,0,0,33.25,4,1.1666666,1
org.apache.poi.poifs.filesystem.EntryNode,3.0,5.0,6.0,83.33,1.17,2.0,1.0,33.33,45.0,9.91,61.64,0.5,0.17,0.0,0.0,7.0,9.0,42.0,21.43,2.0,28.57,42.0,9.25,50.6,16.5,0.79,1.0,2.38,,,9.0,22.0,72.0,30.56,1.0,11.11,61.0,13.44,45.19,25.0,0.69,2.33,3.24,,,9.0,5.31,0.59,0.644,0.495,2.333,-0.441,0.738,0.306,1.982,29.14,0.03,0.223,6.424,0.714,0.435,0.554,0.372,poi,2.0RC1,10,1,2,6,14,19,3,6,0.6111111,71,1.0,2,0.0,0.325,0,0,5.9,3,1.3,0
org.apache.poi.hpsf.SpecialPropertySet,2.0,0.0,2.0,0.0,2.0,100.0,7.0,1.54,58.33,1.0,1.0,0.0,0.0,,,6.0,6.0,30.0,20.0,2.0,33.33,25.0,5.51,51.02,12.0,0.8,0.0,0.0,,,8.0,10.0,56.0,17.86,1.0,12.5,26.0,5.73,42.62,23.0,0.82,4.0,7.14,,,8.0,4.716,0.59,0.641,0.307,4.0,-0.445,0.847,0.179,1.762,26.69,0.36,0.326,4.716,0.59,0.509,0.338,0.597,poi,2.0RC1,10,2,2,5,20,0,2,10,0.0,53,1.0,1,0.64,0.55,1,2,4.2,1,0.9,0
org.apache.poi.hssf.record.formula.AbstractFunctionPtg,3.0,1.0,6.0,16.67,2.0,66.67,62.0,13.66,89.86,2.5,0.83,0.0,0.0,,,6.0,3.0,30.0,10.0,3.0,50.0,148.0,32.6,55.02,13.5,0.9,0.0,0.0,,,9.0,12.0,72.0,16.67,3.0,33.33,150.0,33.04,44.38,30.0,0.83,15.0,20.83,,,9.0,7.779,0.864,0.329,0.496,15.0,-1.112,0.081,0.167,1.982,32.685,1.683,1.731,7.92,0.88,0.322,0.504,0.048,poi,2.0RC1,16,2,2,6,31,102,3,11,0.93333334,9849,0.75,1,0.1764706,0.1904762,0,0,614.0625,5,1.1875,1
org.apache.poi.hssf.record.formula.ControlPtg,1.0,0.0,0.0,0.0,0.0,1.0,100.0,7.0,1.54,100.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,81.0,17.84,100.0,0.0,0.0,,,,2.0,1.0,2.0,50.0,1.0,50.0,84.0,18.5,95.45,0.5,0.5,1.0,50.0,,,2.0,1.0,0.5,1.531,0.0,1.0,0.426,0.75,0.5,0.441,29.234,0.0,0.433,1.622,0.811,0.62,0.026,0.109,poi,2.0RC1,1,2,1,2,2,0,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
org.apache.poi.hssf.model.Node,1.0,0.0,0.0,0.0,0.0,1.0,100.0,59.0,13.0,100.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,81.0,17.84,100.0,0.0,0.0,,,,2.0,1.0,2.0,50.0,1.0,50.0,81.0,17.84,57.86,0.5,0.5,0.0,0.0,,,2.0,1.0,0.5,1.43,0.11,0.0,0.358,0.658,0.5,0.441,27.734,0.0,0.454,1.811,0.906,0.902,0.621,0.172,poi,2.0RC1,5,1,0,2,6,0,1,5,0.5833333,43,1.0,2,0.0,0.4,0,0,7.0,1,0.8,0
