name,Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),Project,Version,wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
org.apache.xalan.xsltc.compiler.Otherwise,1.0,0.0,0.0,0.0,0.0,1.0,100.0,28.0,2.32,100.0,0.0,0.0,,,,20.0,65.0,380.0,17.11,3.0,15.0,196.0,16.21,11.0,157.5,0.83,0.0,0.0,,,21.0,84.0,420.0,20.0,1.0,4.76,197.0,16.29,10.88,168.0,0.8,0.25,0.06,,,21.0,17.035,0.811,0.359,0.392,0.25,-1.023,0.934,0.2,1.737,5.657,0.008,8.892,18.145,0.864,0.117,0.292,0.214,xalan,2.4.0,4,3,0,11,12,6,1,3,2.0,43,0.0,0,0.9491525,0.4,1,4,9.75,1,0.75,0
org.apache.xalan.xsltc.compiler.LangCall,1.0,0.0,0.0,0.0,0.0,1.0,100.0,80.0,6.62,100.0,0.0,0.0,,,,20.0,57.0,380.0,15.0,3.0,15.0,176.0,14.56,11.47,161.5,0.85,0.0,0.0,,,21.0,64.0,420.0,15.24,2.0,9.52,187.0,15.47,11.58,178.0,0.85,7.17,1.71,,,21.0,18.078,0.861,0.277,0.24,7.167,-1.285,0.921,0.152,1.737,5.448,0.013,7.796,18.789,0.895,0.103,0.201,0.232,xalan,2.4.0,4,4,0,19,17,0,0,4,0.6666667,84,1.0,2,0.969697,0.375,3,8,19.5,2,1.0,0
org.apache.xalan.xsltc.compiler.DecimalFormatting,2.0,2.0,2.0,100.0,1.0,1.0,1.0,50.0,122.0,10.09,81.88,0.0,0.0,0.0,0.0,20.0,70.0,380.0,18.42,2.0,10.0,236.0,19.52,13.24,155.0,0.82,21.5,5.66,,,21.0,92.0,420.0,21.9,1.0,4.76,240.0,19.85,13.09,164.0,0.78,6.83,1.63,,,21.0,17.666,0.841,0.339,0.349,6.833,-1.083,0.946,0.219,1.737,5.754,0.214,8.759,18.165,0.865,0.108,0.205,0.245,xalan,2.4.0,5,3,0,23,30,4,2,4,1.0,496,1.0,1,0.9375,0.4,3,6,97.6,17,4.4,0
org.apache.xalan.xsltc.compiler.ParentLocationPath,4.0,7.0,12.0,58.33,1.0,25.0,129.0,10.67,61.43,2.5,0.42,0.0,0.0,,,22.0,77.0,462.0,16.67,1.0,4.55,255.0,21.09,13.54,192.5,0.83,0.0,0.0,,,25.0,119.0,600.0,19.83,1.0,4.0,271.0,22.42,13.22,240.5,0.8,17.17,2.86,,,25.0,21.521,0.861,0.338,0.456,17.167,-1.084,0.851,0.198,2.068,5.755,0.299,9.358,22.446,0.898,0.202,0.453,0.413,xalan,2.4.0,11,4,0,23,38,0,2,11,0.64,380,1.0,3,0.8795181,0.20454545,2,7,33.090908,35,4.818182,0
org.apache.xalan.xsltc.compiler.UnionPathExpr,3.0,4.0,6.0,66.67,1.0,33.33,126.0,10.42,66.67,1.0,0.33,0.0,0.0,,,21.0,91.0,420.0,21.67,1.0,4.76,256.0,21.17,13.26,164.5,0.78,1.0,0.24,,,23.0,119.0,506.0,23.52,1.0,4.35,271.0,22.42,13.05,193.5,0.76,5.33,1.05,,,23.0,19.42,0.844,0.286,0.266,5.333,-1.253,0.957,0.235,1.902,5.755,0.211,9.545,20.434,0.888,0.127,0.292,0.297,xalan,2.4.0,6,3,0,24,36,0,2,5,0.5,289,1.0,3,0.93421054,0.2857143,2,8,46.5,7,2.5,0
org.apache.xalan.xsltc.compiler.ApplyImports,1.0,0.0,0.0,0.0,0.0,1.0,100.0,44.0,3.64,100.0,0.0,0.0,,,,24.0,124.0,552.0,22.46,2.0,8.33,196.0,16.21,10.56,214.0,0.78,0.0,0.0,,,25.0,140.0,600.0,23.33,1.0,4.0,200.0,16.54,10.53,230.0,0.77,4.15,0.69,,,25.0,20.017,0.801,0.278,0.316,4.15,-1.281,0.926,0.233,2.068,5.668,0.008,9.485,20.928,0.837,0.133,0.321,0.336,xalan,2.4.0,7,3,0,25,47,17,1,5,0.8888889,237,1.0,1,0.9032258,0.30952382,1,4,32.42857,6,1.7142857,0
org.apache.xalan.xsltc.compiler.AbsoluteLocationPath,2.0,1.0,2.0,50.0,1.0,50.0,117.0,9.68,80.69,0.5,0.5,0.0,0.0,,,19.0,83.0,342.0,24.27,1.0,5.26,189.0,15.63,10.64,129.5,0.76,0.0,0.0,,,21.0,107.0,420.0,25.48,1.0,4.76,206.0,17.04,10.72,156.5,0.75,5.67,1.35,,,21.0,17.484,0.833,0.298,0.247,5.667,-1.211,0.976,0.255,1.737,5.644,0.013,9.398,18.383,0.875,0.126,0.248,0.294,xalan,2.4.0,7,3,0,22,28,0,1,7,0.0,143,1.0,1,0.93421054,0.2857143,2,7,19.285715,2,1.1428572,0
org.apache.xalan.xsltc.compiler.Attribute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,72.0,13.89,4.0,44.44,157.0,12.99,25.74,31.0,0.86,0.0,0.0,,,9.0,10.0,72.0,13.89,4.0,44.44,157.0,12.99,25.74,31.0,0.86,0.0,0.0,,,9.0,7.296,0.811,0.655,0.419,0.0,-0.423,0.801,0.139,0.744,5.623,0.003,3.122,7.553,0.839,0.195,0.294,0.096,xalan,2.4.0,3,3,0,5,14,1,0,2,0.5,37,1.0,1,0.9655172,0.5555556,1,4,11.0,1,0.6666667,0
org.apache.xalan.xsltc.compiler.KeyCall,2.0,1.0,2.0,50.0,1.0,50.0,117.0,9.68,80.69,0.5,0.5,0.0,0.0,,,25.0,116.0,600.0,19.33,3.0,12.0,194.0,16.05,9.57,242.0,0.81,0.0,0.0,,,27.0,149.0,702.0,21.23,1.0,3.7,209.0,17.29,9.62,276.5,0.79,7.07,1.01,,,27.0,23.364,0.865,0.206,0.192,7.067,-1.582,0.891,0.212,2.233,5.649,0.033,10.672,23.988,0.888,0.1,0.227,0.277,xalan,2.4.0,4,4,0,38,46,0,1,3,0.083333336,562,1.0,4,0.969697,0.45833334,3,7,138.5,12,3.5,1
org.apache.xalan.xsltc.compiler.IdPattern,2.0,1.0,2.0,50.0,1.0,50.0,92.0,7.61,89.32,0.5,0.5,0.0,0.0,,,2.0,0.0,2.0,0.0,2.0,100.0,24.0,1.99,88.89,1.0,1.0,1.0,50.0,,,3.0,2.0,6.0,33.33,1.0,33.33,92.0,7.61,85.98,2.0,0.67,1.0,16.67,,,3.0,1.714,0.571,1.161,0.139,1.0,0.149,0.794,0.333,0.248,5.316,0.0,0.483,2.399,0.8,0.518,0.078,0.218,xalan,2.4.0,1,6,0,1,2,0,1,1,2.0,6,0.0,0,1.0,1.0,0,0,5.0,0,0.0,0
