name,Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),Project,Version,wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
org.apache.poi.hssf.record.formula.ControlPtg,1.0,0.0,0.0,0.0,0.0,1.0,100.0,7.0,1.24,100.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,81.0,14.39,100.0,0.0,0.0,,,,2.0,1.0,2.0,50.0,1.0,50.0,84.0,14.92,95.45,0.5,0.5,1.0,50.0,,,2.0,1.0,0.5,1.531,0.0,1.0,0.426,0.75,0.5,0.355,28.931,-0.0,0.382,1.622,0.811,0.62,0.026,0.109,poi,2.5.1,1,2,1,2,2,0,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
org.apache.poi.hssf.record.AbstractEscherHolderRecord,6.0,3.0,30.0,10.0,3.0,50.0,160.0,28.42,84.21,13.5,0.9,0.0,0.0,,,11.0,10.0,110.0,9.09,5.0,45.45,232.0,41.21,30.41,50.0,0.91,0.0,0.0,,,17.0,22.0,272.0,8.09,6.0,35.29,299.0,53.11,31.37,125.0,0.92,51.17,18.81,,,17.0,14.194,0.835,0.366,0.517,51.167,-1.006,0.625,0.081,3.02,37.26,1.205,7.858,14.814,0.871,0.176,0.506,0.167,poi,2.5.1,17,2,4,12,48,44,4,13,0.75,298,1.0,0,0.45833334,0.3875,1,6,16.352942,4,1.3529412,1
org.apache.poi.hpsf.SpecialPropertySet,2.0,0.0,2.0,0.0,2.0,100.0,7.0,1.24,58.33,1.0,1.0,0.0,0.0,,,6.0,6.0,30.0,20.0,2.0,33.33,25.0,4.44,51.02,12.0,0.8,0.0,0.0,,,8.0,10.0,56.0,17.86,1.0,12.5,26.0,4.62,42.62,23.0,0.82,4.0,7.14,,,8.0,4.716,0.59,0.641,0.307,4.0,-0.445,0.847,0.179,1.421,26.407,0.268,0.302,4.716,0.59,0.511,0.338,0.601,poi,2.5.1,10,2,2,5,20,0,2,10,0.0,53,1.0,1,0.64,0.55,1,2,4.2,1,0.9,1
org.apache.poi.util.POILogger,10.0,9.0,90.0,10.0,4.0,40.0,208.0,36.94,76.19,40.5,0.9,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,15.0,2.66,100.0,0.0,0.0,,,,11.0,9.0,110.0,8.18,5.0,45.45,212.0,37.66,73.61,50.5,0.92,10.0,9.09,,,11.0,9.925,0.902,0.371,0.379,10.0,-0.992,0.438,0.082,1.954,35.32,2.121,1.834,9.941,0.904,0.283,0.499,0.142,poi,2.5.1,26,1,3,11,42,325,10,22,1.04,693,0.0,0,0.0,0.5448718,0,0,25.461538,10,1.9615384,0
org.apache.poi.hssf.record.formula.OperationPtg,20.0,18.0,380.0,4.74,2.0,10.0,76.0,13.5,44.44,181.0,0.95,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,81.0,14.39,100.0,0.0,0.0,,,,21.0,46.0,420.0,10.95,1.0,4.76,90.0,15.99,35.71,187.0,0.89,153.0,36.43,,,21.0,18.071,0.861,0.439,0.594,153.0,-0.824,0.797,0.11,3.73,30.631,0.13,1.425,18.168,0.865,0.251,0.524,0.49,poi,2.5.1,5,2,18,21,6,10,20,5,1.25,13,0.0,0,0.6363636,0.6,0,0,1.0,1,0.8,0
org.apache.poi.hssf.record.SubRecord,4.0,0.0,12.0,0.0,4.0,100.0,18.0,3.2,46.15,6.0,1.0,9.0,75.0,,,9.0,1.0,72.0,1.39,8.0,88.89,173.0,30.73,80.84,35.5,0.99,24.0,33.33,,,10.0,2.0,90.0,2.22,8.0,80.0,174.0,30.91,76.65,44.0,0.98,32.0,35.56,,,10.0,9.767,0.977,0.152,0.114,32.0,-1.882,0.146,0.022,1.776,31.226,0.169,2.751,9.815,0.982,0.126,0.153,0.012,poi,2.5.1,4,2,3,6,11,6,4,4,2.0,61,0.0,0,0.9166667,0.6875,0,0,14.25,5,1.25,3
org.apache.poi.hssf.record.formula.AbstractFunctionPtg,3.0,1.0,6.0,16.67,2.0,66.67,62.0,11.01,89.86,2.5,0.83,0.0,0.0,,,6.0,3.0,30.0,10.0,3.0,50.0,165.0,29.31,57.69,13.5,0.9,0.0,0.0,,,9.0,12.0,72.0,16.67,3.0,33.33,167.0,29.66,47.04,30.0,0.83,15.0,20.83,,,9.0,7.78,0.864,0.329,0.496,15.0,-1.112,0.08,0.167,1.599,32.525,1.177,1.556,7.921,0.88,0.322,0.504,0.047,poi,2.5.1,16,2,2,6,31,102,3,11,0.93333334,9857,0.75,1,0.1764706,0.1904762,0,0,614.5625,5,1.1875,1
org.apache.poi.ddf.EscherRecord,32.0,105.0,992.0,10.58,1.0,3.13,202.0,35.88,33.44,443.5,0.89,39.15,3.95,,,8.0,2.0,56.0,3.57,6.0,75.0,29.0,5.15,34.52,27.0,0.96,19.0,33.93,,,37.0,142.0,1332.0,10.66,1.0,2.7,202.0,35.88,31.17,595.0,0.89,140.31,10.53,,,37.0,31.939,0.863,0.145,0.331,140.307,-1.933,0.702,0.107,6.572,33.936,1.605,5.68,32.472,0.878,0.105,0.351,0.414,poi,2.5.1,20,1,14,32,36,164,31,18,0.84210527,141,1.0,0,0.0,0.2375,0,0,5.95,2,1.05,0
org.apache.poi.ddf.EscherProperty,6.0,5.0,30.0,16.67,2.0,33.33,30.0,5.33,47.62,12.5,0.83,0.0,0.0,,,2.0,0.0,2.0,0.0,2.0,100.0,13.0,2.31,56.52,1.0,1.0,0.0,0.0,,,8.0,13.0,56.0,23.21,2.0,25.0,30.0,5.33,34.88,21.5,0.77,3.0,5.36,,,8.0,6.008,0.751,0.318,0.158,3.0,-1.147,0.429,0.232,1.421,27.33,0.356,0.924,7.056,0.882,0.251,0.2,0.227,poi,2.5.1,10,1,2,12,12,3,11,10,0.33333334,69,1.0,0,0.0,0.34,0,0,5.8,2,1.0,0
org.apache.poi.hssf.eventusermodel.AbortableHSSFListener,1.0,0.0,0.0,0.0,0.0,1.0,100.0,9.0,1.6,100.0,0.0,0.0,,,,4.0,1.0,12.0,8.33,3.0,75.0,158.0,28.06,94.05,5.5,0.92,0.0,0.0,,,5.0,5.0,20.0,25.0,1.0,20.0,159.0,28.24,89.83,7.5,0.75,0.0,0.0,,,5.0,2.789,0.558,0.822,0.388,0.0,-0.195,0.717,0.25,0.888,29.43,0.095,1.565,3.737,0.747,0.5,0.398,0.333,poi,2.5.1,3,1,0,4,4,3,1,3,2.0,7,0.0,0,0.0,0.8333333,0,0,1.3333334,1,0.6666667,0
org.apache.poi.hssf.record.formula.Ptg,35.0,45.0,1190.0,3.78,7.0,20.0,161.0,28.6,42.93,572.5,0.96,810.5,68.11,,,69.0,64.0,4692.0,1.36,36.0,52.17,206.0,36.59,43.83,2314.0,0.99,1520.0,32.4,,,81.0,172.0,6480.0,2.65,7.0,8.64,269.0,47.78,38.21,3154.0,0.97,2999.33,46.29,,,81.0,77.765,0.96,0.299,0.89,2999.333,-1.206,0.305,0.027,14.387,37.861,8.534,6.669,78.064,0.964,0.291,0.91,0.224,poi,2.5.1,12,1,16,46,56,60,25,12,1.0,415,0.25,0,0.0,0.28333333,0,0,33.25,4,1.1666666,5
org.apache.poi.poifs.filesystem.EntryNode,3.0,5.0,6.0,83.33,1.17,2.0,1.0,33.33,46.0,8.17,62.16,0.5,0.17,0.0,0.0,7.0,9.0,42.0,21.43,2.0,28.57,42.0,7.46,50.6,16.5,0.79,1.0,2.38,,,9.0,22.0,72.0,30.56,1.0,11.11,62.0,11.01,45.59,25.0,0.69,2.33,3.24,,,9.0,5.31,0.59,0.644,0.495,2.333,-0.441,0.738,0.306,1.599,27.982,0.019,0.186,6.424,0.714,0.435,0.554,0.372,poi,2.5.1,10,1,2,6,14,19,3,6,0.6111111,71,1.0,2,0.0,0.325,0,0,5.9,3,1.3,0
org.apache.poi.hssf.usermodel.HSSFShape,12.0,36.0,132.0,27.27,1.0,8.33,82.0,14.56,30.94,48.0,0.73,0.0,0.0,,,5.0,2.0,20.0,10.0,3.0,60.0,18.0,3.2,58.06,9.0,0.9,0.0,0.0,,,17.0,53.0,272.0,19.49,1.0,5.88,83.0,14.74,28.04,109.5,0.81,35.2,12.94,,,17.0,13.754,0.809,0.27,0.228,35.2,-1.309,0.801,0.195,3.02,30.681,0.557,1.083,14.333,0.843,0.186,0.339,0.376,poi,2.5.1,17,1,3,14,19,84,11,16,0.99404764,152,0.0,2,0.0,0.31764707,0,0,6.7058825,4,1.117647,0
