name,Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),Project,Version,wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
gnu.regexp.RETokenEnd,1.0,0.0,0.0,0.0,0.0,1.0,100.0,41.0,5.1,100.0,0.0,0.0,,,,7.0,9.0,42.0,21.43,2.0,28.57,45.0,5.6,29.41,16.5,0.79,1.0,2.38,,,7.0,9.0,42.0,21.43,2.0,28.57,45.0,5.6,29.41,16.5,0.79,1.0,2.38,,,7.0,5.386,0.769,0.936,0.547,1.0,-0.066,0.899,0.214,0.871,1.651,0.001,0.314,5.64,0.806,0.356,0.311,0.343,jEdit,4.0,3,2,0,4,9,1,1,0,0.5,71,1.0,0,0.7777778,0.44444445,1,2,22.333334,6,2.3333333,0
gnu.regexp.RETokenEndSub,1.0,0.0,0.0,0.0,0.0,1.0,100.0,41.0,5.1,100.0,0.0,0.0,,,,5.0,4.0,20.0,20.0,2.0,40.0,29.0,3.61,31.18,8.0,0.8,0.0,0.0,,,6.0,9.0,30.0,30.0,1.0,16.67,44.0,5.47,32.84,10.5,0.7,0.0,0.0,,,6.0,4.223,0.704,1.07,0.524,0.0,0.067,0.951,0.3,0.746,1.651,0.0,0.189,4.507,0.751,0.429,0.312,0.378,jEdit,4.0,3,2,0,4,5,3,1,0,2.0,20,0.0,0,0.7777778,0.46666667,1,2,5.6666665,1,0.6666667,0
gnu.regexp.RETokenWordBoundary,1.0,0.0,0.0,0.0,0.0,1.0,100.0,41.0,5.1,100.0,0.0,0.0,,,,7.0,9.0,42.0,21.43,2.0,28.57,45.0,5.6,29.41,16.5,0.79,1.0,2.38,,,7.0,9.0,42.0,21.43,2.0,28.57,45.0,5.6,29.41,16.5,0.79,1.0,2.38,,,7.0,4.256,0.608,0.952,0.587,1.0,-0.049,0.864,0.214,0.871,1.651,0.001,0.314,4.408,0.63,0.475,0.606,0.3,jEdit,4.0,3,2,0,4,8,0,1,0,0.75,151,0.5,0,0.7777778,0.44444445,1,2,48.0,18,7.3333335,0
gnu.regexp.RETokenPOSIX,1.0,0.0,0.0,0.0,0.0,1.0,100.0,41.0,5.1,100.0,0.0,0.0,,,,5.0,4.0,20.0,20.0,2.0,40.0,29.0,3.61,31.18,8.0,0.8,0.0,0.0,,,6.0,9.0,30.0,30.0,1.0,16.67,44.0,5.47,32.84,10.5,0.7,0.0,0.0,,,6.0,2.519,0.42,1.102,0.595,0.0,0.097,0.917,0.3,0.746,1.651,0.0,0.189,2.64,0.44,0.644,0.734,0.322,jEdit,4.0,6,2,0,4,22,3,1,0,1.0625,288,0.0,0,0.6363636,0.2857143,1,2,44.333332,25,5.1666665,0
gnu.regexp.RETokenRange,1.0,0.0,0.0,0.0,0.0,1.0,100.0,41.0,5.1,100.0,0.0,0.0,,,,5.0,4.0,20.0,20.0,2.0,40.0,29.0,3.61,31.18,8.0,0.8,0.0,0.0,,,6.0,9.0,30.0,30.0,1.0,16.67,44.0,5.47,32.84,10.5,0.7,0.0,0.0,,,6.0,4.663,0.777,1.02,0.511,0.0,0.02,0.948,0.3,0.746,1.651,0.0,0.189,4.954,0.826,0.357,0.171,0.363,jEdit,4.0,4,2,0,4,9,0,1,0,0.44444445,80,1.0,0,0.7,0.35714287,1,2,18.25,5,1.75,0
gnu.regexp.RETokenLookAhead,1.0,0.0,0.0,0.0,0.0,1.0,100.0,41.0,5.1,100.0,0.0,0.0,,,,7.0,4.0,42.0,9.52,4.0,57.14,36.0,4.48,33.96,19.0,0.9,0.0,0.0,,,8.0,12.0,56.0,21.43,1.0,12.5,45.0,5.6,30.61,22.0,0.79,0.0,0.0,,,8.0,7.099,0.887,0.915,0.565,0.0,-0.089,0.878,0.214,0.995,1.651,0.002,0.314,7.099,0.887,0.384,0.293,0.418,jEdit,4.0,3,2,0,5,11,0,1,0,0.0,87,0.0,1,0.7777778,0.44444445,1,2,27.333334,7,3.0,0
gnu.regexp.RETokenBackRef,1.0,0.0,0.0,0.0,0.0,1.0,100.0,41.0,5.1,100.0,0.0,0.0,,,,5.0,4.0,20.0,20.0,2.0,40.0,29.0,3.61,31.18,8.0,0.8,0.0,0.0,,,6.0,9.0,30.0,30.0,1.0,16.67,44.0,5.47,32.84,10.5,0.7,0.0,0.0,,,6.0,4.773,0.796,0.995,0.498,0.0,-0.005,0.928,0.3,0.746,1.651,0.0,0.189,5.065,0.844,0.346,0.152,0.344,jEdit,4.0,3,2,0,4,8,0,1,0,0.5,77,1.0,0,0.7777778,0.44444445,1,2,24.0,5,2.0,0
gnu.regexp.RETokenOneOf,1.0,0.0,0.0,0.0,0.0,1.0,100.0,41.0,5.1,100.0,0.0,0.0,,,,6.0,9.0,30.0,30.0,1.0,16.67,29.0,3.61,29.0,10.5,0.7,0.0,0.0,,,7.0,15.0,42.0,35.71,1.0,14.29,44.0,5.47,31.21,13.5,0.64,0.0,0.0,,,7.0,5.52,0.789,0.806,0.455,0.0,-0.216,0.862,0.357,0.871,1.651,0.0,0.195,5.841,0.834,0.384,0.231,0.435,jEdit,4.0,5,2,0,5,22,0,1,0,0.125,206,1.0,0,0.7,0.35,1,3,39.8,11,4.0,0
gnu.regexp.RETokenRepeated,1.0,0.0,0.0,0.0,0.0,1.0,100.0,41.0,5.1,100.0,0.0,0.0,,,,5.0,4.0,20.0,20.0,2.0,40.0,29.0,3.61,31.18,8.0,0.8,0.0,0.0,,,6.0,9.0,30.0,30.0,1.0,16.67,44.0,5.47,32.84,10.5,0.7,0.0,0.0,,,6.0,4.76,0.793,0.72,0.37,0.0,-0.328,0.668,0.3,0.746,1.651,0.0,0.189,5.045,0.841,0.416,0.292,0.309,jEdit,4.0,7,2,0,4,21,0,1,0,0.5416667,300,1.0,1,0.53846157,0.33333334,1,3,41.285713,16,4.714286,0
gnu.regexp.RETokenChar,2.0,1.0,2.0,50.0,1.0,50.0,41.0,5.1,85.42,0.5,0.5,0.0,0.0,,,5.0,4.0,20.0,20.0,2.0,40.0,29.0,3.61,31.18,8.0,0.8,0.0,0.0,,,7.0,15.0,42.0,35.71,1.0,14.29,44.0,5.47,31.21,13.5,0.64,0.0,0.0,,,7.0,3.579,0.511,0.916,0.512,0.0,-0.087,0.939,0.357,0.871,1.651,0.0,0.195,3.75,0.536,0.542,0.584,0.42,jEdit,4.0,5,2,0,5,12,0,2,0,0.375,127,1.0,0,0.6363636,0.3,1,2,24.0,4,1.6,0
gnu.regexp.RETokenAny,1.0,0.0,0.0,0.0,0.0,1.0,100.0,41.0,5.1,100.0,0.0,0.0,,,,5.0,4.0,20.0,20.0,2.0,40.0,29.0,3.61,31.18,8.0,0.8,0.0,0.0,,,6.0,9.0,30.0,30.0,1.0,16.67,44.0,5.47,32.84,10.5,0.7,0.0,0.0,,,6.0,4.663,0.777,1.02,0.511,0.0,0.02,0.948,0.3,0.746,1.651,0.0,0.189,4.954,0.826,0.357,0.171,0.363,jEdit,4.0,4,2,0,4,8,4,1,0,0.6666667,55,1.0,0,0.7,0.375,1,2,12.25,6,2.0,0
gnu.regexp.REMatch,18.0,34.0,306.0,11.11,1.0,5.56,50.0,6.22,29.59,136.0,0.89,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,27.0,3.36,100.0,0.0,0.0,,,,19.0,52.0,342.0,15.2,1.0,5.26,52.0,6.47,26.53,145.0,0.85,0.0,0.0,,,19.0,15.395,0.81,0.336,0.526,0.0,-1.092,0.631,0.152,2.363,1.655,0.097,0.398,15.443,0.813,0.222,0.538,0.323,jEdit,4.0,14,1,0,19,27,0,18,10,0.65384614,386,0.125,1,0.0,0.34285715,0,0,26.0,6,2.357143,0
gnu.regexp.RESyntax,3.0,2.0,6.0,33.33,1.0,33.33,50.0,6.22,80.65,2.0,0.67,0.0,0.0,,,2.0,0.0,2.0,0.0,2.0,100.0,42.0,5.22,70.0,1.0,1.0,1.0,50.0,,,4.0,4.0,12.0,33.33,1.0,25.0,50.0,6.22,61.73,4.0,0.67,1.0,8.33,,,4.0,2.416,0.604,0.893,0.857,1.0,-0.113,0.205,0.333,0.498,1.655,0.008,0.392,2.418,0.605,0.829,0.95,0.053,jEdit,4.0,9,1,0,4,18,0,4,8,1.015625,368,0.104166664,17,0.0,0.40625,0,0,34.555557,2,1.0,0
gnu.regexp.UncheckedRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,20.0,35.0,1.0,20.0,42.0,5.22,54.55,6.5,0.65,0.0,0.0,,,5.0,7.0,20.0,35.0,1.0,20.0,42.0,5.22,54.55,6.5,0.65,0.0,0.0,,,5.0,3.642,0.728,0.954,0.342,0.0,-0.047,0.892,0.35,0.622,1.651,0.001,0.394,3.831,0.766,0.795,0.431,0.661,jEdit,4.0,3,3,0,3,7,3,0,3,2.0,33,0.0,0,1.0,0.75,0,0,10.0,0,0.0,0
bsh.BSHVariableDeclarator,2.0,1.0,2.0,50.0,1.0,50.0,55.0,6.84,84.62,0.5,0.5,0.0,0.0,,,11.0,28.0,110.0,25.45,1.0,9.09,79.0,9.83,17.59,41.0,0.75,0.0,0.0,,,13.0,47.0,156.0,30.13,1.0,7.69,81.0,10.07,15.76,54.5,0.7,1.69,1.08,,,13.0,9.924,0.763,0.357,0.158,1.686,-1.031,0.921,0.301,1.617,1.645,0.001,0.399,10.577,0.814,0.195,0.245,0.354,jEdit,4.0,2,2,0,10,9,1,2,1,2.0,40,0.0,0,0.94736844,0.6,1,2,18.5,1,0.5,0
org.gjt.sp.jedit.textarea.ExtensionManager,2.0,1.0,2.0,50.0,1.0,50.0,30.0,3.73,63.83,0.5,0.5,0.0,0.0,,,3.0,1.0,6.0,16.67,2.0,66.67,75.0,9.33,94.94,2.5,0.83,0.0,0.0,,,5.0,6.0,20.0,30.0,1.0,20.0,94.0,11.69,74.6,7.0,0.7,2.0,10.0,,,5.0,4.08,0.816,0.418,0.032,2.0,-0.872,0.427,0.3,0.622,1.666,0.174,1.015,4.653,0.931,0.289,0.125,0.137,jEdit,4.0,6,1,0,5,18,0,2,0,0.0,176,1.0,0,0.0,0.5833333,0,0,28.166666,3,2.1666667,0
bsh.BSHUnaryExpression,1.0,0.0,0.0,0.0,0.0,1.0,100.0,49.0,6.09,100.0,0.0,0.0,,,,13.0,37.0,156.0,23.72,1.0,7.69,80.0,9.95,16.63,59.5,0.76,0.0,0.0,,,14.0,45.0,182.0,24.73,1.0,7.14,81.0,10.07,15.28,68.5,0.75,1.57,0.86,,,14.0,11.608,0.829,0.447,0.312,1.567,-0.806,0.936,0.247,1.741,1.645,0.002,0.405,11.908,0.851,0.251,0.355,0.421,jEdit,4.0,5,2,0,11,33,6,1,1,0.625,204,0.0,0,0.8181818,0.43333334,1,1,39.4,1,0.8,0
gnu.regexp.CharIndexedCharArray,1.0,0.0,0.0,0.0,0.0,1.0,100.0,41.0,5.1,100.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,27.0,3.36,100.0,0.0,0.0,,,,2.0,1.0,2.0,50.0,1.0,50.0,44.0,5.47,64.71,0.5,0.5,0.0,0.0,,,2.0,1.0,0.5,1.877,0.0,0.0,0.63,0.938,0.5,0.249,1.651,0.0,0.148,1.361,0.681,0.67,0.029,0.152,jEdit,4.0,4,1,0,2,5,0,1,3,0.0,59,1.0,0,0.0,0.6666667,0,0,13.25,3,1.75,0
bsh.BSHSwitchLabel,2.0,1.0,2.0,50.0,1.0,50.0,54.0,6.72,87.1,0.5,0.5,0.0,0.0,,,7.0,12.0,42.0,28.57,1.0,14.29,76.0,9.45,22.42,15.0,0.71,0.0,0.0,,,9.0,24.0,72.0,33.33,1.0,11.11,79.0,9.83,19.7,24.0,0.67,1.0,1.39,,,9.0,6.693,0.744,0.56,0.275,1.0,-0.58,0.858,0.333,1.119,1.644,0.0,0.292,7.668,0.852,0.296,0.368,0.277,jEdit,4.0,2,2,0,7,5,1,2,2,1.0,22,0.0,0,0.94736844,0.625,1,1,9.5,1,0.5,0
bsh.BSHAllocationExpression,1.0,0.0,0.0,0.0,0.0,1.0,100.0,49.0,6.09,100.0,0.0,0.0,,,,23.0,127.0,506.0,25.1,1.0,4.35,91.0,11.32,13.02,189.5,0.75,0.0,0.0,,,24.0,138.0,552.0,25.0,1.0,4.17,93.0,11.57,12.43,207.0,0.75,4.44,0.8,,,24.0,19.27,0.803,0.218,0.193,4.436,-1.523,0.904,0.25,2.985,1.647,0.122,0.645,19.823,0.826,0.139,0.192,0.521,jEdit,4.0,8,2,0,18,38,28,1,1,2.0,269,0.0,0,0.72,0.36363637,1,1,32.625,1,0.875,0
