name,Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),Project,Version,wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
org.apache.synapse.registry.AbstractRegistry,1.0,0.0,0.0,0.0,0.0,1.0,100.0,7.0,2.18,100.0,0.0,0.0,,,,10.0,4.0,90.0,4.44,6.0,60.0,88.0,27.41,47.31,43.0,0.96,0.0,0.0,,,11.0,7.0,110.0,6.36,5.0,45.45,88.0,27.41,45.6,51.5,0.94,6.0,5.45,,,11.0,10.41,0.946,0.232,0.396,6.0,-1.461,0.198,0.064,3.427,14.691,0.467,4.216,10.415,0.947,0.212,0.43,0.117,synapse,1.2,7,1,1,10,37,13,1,5,0.75,227,1.0,0,0.0,0.375,0,0,31.142857,20,3.4285715,0
org.apache.synapse.config.xml.endpoints.EndpointFactory,12.0,2.0,132.0,1.52,10.0,83.33,82.0,25.55,57.75,65.0,0.98,76.0,57.58,,,25.0,48.0,600.0,8.0,8.0,32.0,174.0,54.21,34.52,276.0,0.92,126.0,21.0,,,30.0,68.0,870.0,7.82,7.0,23.33,192.0,59.81,33.63,401.0,0.92,231.0,26.55,,,30.0,26.862,0.895,0.173,0.271,231.0,-1.755,0.645,0.078,9.346,15.766,4.902,11.983,27.529,0.918,0.114,0.366,0.223,synapse,1.2,11,1,6,23,65,49,11,3,0.4,566,1.0,0,0.0,0.2625,0,0,50.363636,35,4.909091,0
org.apache.synapse.config.xml.AbstractDBMediatorSerializer,2.0,0.0,2.0,0.0,2.0,100.0,8.0,2.49,72.73,1.0,1.0,0.0,0.0,,,11.0,17.0,110.0,15.45,1.0,9.09,154.0,47.98,63.37,46.5,0.85,0.0,0.0,,,13.0,19.0,156.0,12.18,1.0,7.69,154.0,47.98,60.63,68.5,0.88,17.0,10.9,,,13.0,9.807,0.754,0.443,0.703,17.0,-0.814,0.412,0.122,4.05,15.293,0.869,4.408,10.889,0.838,0.388,0.765,0.202,synapse,1.2,2,2,2,16,30,1,2,1,2.0,373,0.0,0,0.85714287,0.6666667,0,0,185.5,25,12.5,0
org.apache.synapse.config.xml.endpoints.EndpointSerializer,11.0,2.0,110.0,1.82,9.0,81.82,67.0,20.87,55.37,54.0,0.98,69.0,62.73,,,32.0,74.0,992.0,7.46,7.0,21.88,173.0,53.89,29.83,459.0,0.93,140.0,14.11,,,37.0,97.0,1332.0,7.28,7.0,18.92,187.0,58.26,29.17,617.5,0.93,286.83,21.53,,,37.0,33.826,0.914,0.152,0.306,286.833,-1.882,0.691,0.073,11.526,15.789,5.64,14.426,34.586,0.935,0.115,0.375,0.368,synapse,1.2,8,1,6,28,44,26,10,3,0.9285714,342,1.0,0,0.0,0.37142858,0,0,41.5,19,3.75,1
org.apache.synapse.config.xml.AbstractListMediatorSerializer,9.0,2.0,72.0,2.78,7.0,77.78,38.0,11.84,48.72,35.0,0.97,0.0,0.0,,,7.0,10.0,42.0,23.81,2.0,28.57,89.0,27.73,41.4,16.0,0.76,0.0,0.0,,,16.0,41.0,240.0,17.08,2.0,12.5,99.0,30.84,33.79,99.5,0.83,26.0,10.83,,,16.0,13.625,0.852,0.301,0.285,26.0,-1.201,0.818,0.171,4.984,14.637,0.193,6.069,14.469,0.904,0.156,0.174,0.4,synapse,1.2,2,2,7,12,14,1,7,1,2.0,40,0.0,0,0.85714287,0.6666667,0,0,19.0,3,1.5,0
org.apache.synapse.mediators.db.AbstractDBMediator,4.0,1.0,12.0,8.33,3.0,75.0,26.0,8.1,61.9,5.5,0.92,5.0,41.67,,,16.0,25.0,240.0,10.42,3.0,18.75,112.0,34.89,31.91,107.5,0.9,16.0,6.67,,,18.0,35.0,306.0,11.44,3.0,16.67,115.0,35.83,30.91,135.5,0.89,33.5,10.95,,,18.0,15.046,0.836,0.247,0.223,33.5,-1.398,0.705,0.114,5.607,15.0,1.049,7.74,16.124,0.896,0.175,0.262,0.381,synapse,1.2,14,2,2,19,71,47,8,11,0.6666667,442,0.6666667,0,0.5,0.25510204,0,0,30.357143,7,1.5,2
org.apache.synapse.config.xml.AbstractListMediatorFactory,7.0,1.0,42.0,2.38,6.0,85.71,30.0,9.35,50.85,20.5,0.98,0.0,0.0,,,8.0,8.0,56.0,14.29,3.0,37.5,148.0,46.11,50.34,24.0,0.86,0.0,0.0,,,15.0,28.0,210.0,13.33,3.0,20.0,156.0,48.6,44.19,91.0,0.87,34.5,16.43,,,15.0,13.594,0.906,0.239,0.198,34.5,-1.432,0.673,0.133,4.673,15.352,0.581,7.128,13.952,0.93,0.116,0.082,0.257,synapse,1.2,2,2,7,14,15,1,7,1,2.0,46,0.0,0,0.75,0.5,0,0,22.0,3,1.5,0
org.apache.synapse.config.xml.AnonymousListMediatorFactory,2.0,0.0,2.0,0.0,2.0,100.0,17.0,5.3,77.27,1.0,1.0,0.0,0.0,,,3.0,0.0,6.0,0.0,3.0,100.0,23.0,7.17,82.14,3.0,1.0,0.0,0.0,,,5.0,3.0,20.0,15.0,2.0,40.0,31.0,9.66,62.0,8.5,0.85,3.0,15.0,,,5.0,4.485,0.897,0.364,0.048,3.0,-1.012,0.321,0.15,1.558,13.866,0.02,1.188,4.786,0.957,0.241,0.07,0.067,synapse,1.2,2,3,0,6,5,1,2,2,2.0,14,0.0,0,0.8,0.5,0,0,6.0,1,0.5,0
org.apache.synapse.mediators.AbstractMediator,28.0,14.0,756.0,1.85,15.0,53.57,148.0,46.11,40.33,371.0,0.98,0.0,0.0,,,6.0,4.0,30.0,13.33,3.0,50.0,197.0,61.37,44.47,13.0,0.87,0.0,0.0,,,34.0,92.0,1122.0,8.2,4.0,11.76,234.0,72.9,28.89,515.0,0.92,71.5,6.37,,,34.0,31.548,0.928,0.139,0.361,71.5,-1.971,0.579,0.082,10.592,16.229,2.741,18.61,31.947,0.94,0.071,0.231,0.259,synapse,1.2,15,1,18,23,33,7,18,5,0.47619048,229,1.0,0,0.0,0.3809524,0,0,14.066667,4,2.3333333,4
org.apache.synapse.config.xml.AbstractDBMediatorFactory,4.0,1.0,12.0,8.33,3.0,75.0,30.0,9.35,71.43,5.5,0.92,2.0,16.67,,,10.0,10.0,90.0,11.11,3.0,30.0,99.0,30.84,37.79,40.0,0.89,5.0,5.56,,,13.0,14.0,156.0,8.97,4.0,30.77,104.0,32.4,36.36,71.0,0.91,28.67,18.38,,,13.0,11.52,0.886,0.266,0.258,28.667,-1.324,0.517,0.09,4.05,14.847,0.399,5.061,12.087,0.93,0.154,0.276,0.143,synapse,1.2,8,2,2,12,60,12,4,1,0.75,709,0.0,0,0.33333334,0.6785714,0,0,86.125,23,5.0,2
