name,Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),Project,Version,wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
org.apache.lucene.index.SegmentMergeInfo,3.0,2.0,6.0,33.33,1.0,33.33,30.0,8.2,71.43,2.0,0.67,0.0,0.0,,,9.0,13.0,72.0,18.06,2.0,22.22,119.0,32.51,35.0,29.5,0.82,0.0,0.0,,,12.0,30.0,132.0,22.73,1.0,8.33,129.0,35.25,33.77,51.0,0.77,10.0,7.58,,,12.0,8.968,0.747,0.429,0.372,10.0,-0.847,0.716,0.227,3.279,20.447,0.04,7.812,10.374,0.865,0.245,0.371,0.292,lucene,2.0,5,1,0,7,14,0,3,0,0.75,108,0.33333334,4,0.0,0.4,0,0,19.4,5,1.6,0
org.apache.lucene.index.SegmentTermEnum,2.0,1.0,2.0,50.0,1.0,50.0,16.0,4.37,76.19,0.5,0.5,0.0,0.0,,,8.0,8.0,56.0,14.29,2.0,25.0,87.0,23.77,52.41,24.0,0.86,0.0,0.0,,,10.0,17.0,90.0,18.89,1.0,10.0,89.0,24.32,47.59,36.5,0.81,7.0,7.78,,,10.0,8.319,0.832,0.372,0.36,7.0,-0.989,0.491,0.189,2.732,19.762,0.076,3.156,8.958,0.896,0.32,0.423,0.317,lucene,2.0,13,2,0,9,38,0,3,4,0.75,354,0.5714286,6,0.29411766,0.21153846,1,2,25.153847,1,0.9230769,2
org.apache.lucene.index.FieldInfos,11.0,14.0,110.0,12.73,1.0,9.09,76.0,20.77,42.94,48.0,0.87,0.0,0.0,,,9.0,4.0,72.0,5.56,5.0,55.56,63.0,17.21,39.13,34.0,0.94,0.0,0.0,,,20.0,65.0,380.0,17.11,1.0,5.0,101.0,27.6,29.88,157.5,0.83,41.17,10.83,,,20.0,16.926,0.846,0.241,0.207,41.167,-1.423,0.86,0.171,5.464,20.022,0.595,4.78,17.406,0.87,0.178,0.246,0.545,lucene,2.0,19,1,0,18,51,145,12,15,0.9206349,437,0.2857143,0,0.0,0.25730994,0,0,21.631578,7,1.4736842,1
org.apache.lucene.index.SegmentTermPositions,1.0,0.0,0.0,0.0,0.0,1.0,100.0,37.0,10.11,100.0,0.0,0.0,,,,8.0,10.0,56.0,17.86,1.0,12.5,66.0,18.03,50.38,23.0,0.82,0.5,0.89,,,8.0,10.0,56.0,17.86,1.0,12.5,66.0,18.03,50.38,23.0,0.82,0.5,0.89,,,8.0,6.082,0.76,0.547,0.32,0.5,-0.603,0.66,0.179,2.186,18.827,0.071,2.152,6.989,0.874,0.298,0.272,0.269,lucene,2.0,8,2,0,5,17,0,1,4,0.52380955,108,1.0,1,0.6111111,0.3,1,3,12.125,1,0.875,4
org.apache.lucene.search.BooleanScorer,2.0,0.0,2.0,0.0,2.0,100.0,25.0,6.83,100.0,1.0,1.0,1.0,50.0,,,11.0,9.0,110.0,8.18,3.0,27.27,67.0,18.31,34.36,50.5,0.92,8.0,7.27,,,12.0,14.0,132.0,10.61,3.0,25.0,74.0,20.22,34.26,59.0,0.89,13.5,10.23,,,12.0,11.329,0.944,0.169,0.163,13.5,-1.776,0.249,0.106,3.279,19.243,1.927,4.965,11.574,0.965,0.143,0.199,0.099,lucene,2.0,11,2,0,8,28,15,2,7,0.64444447,440,1.0,3,0.44444445,0.28787878,1,3,38.18182,2,1.1818181,1
org.apache.lucene.index.Posting,1.0,0.0,0.0,0.0,0.0,1.0,100.0,25.0,6.83,100.0,0.0,0.0,,,,2.0,0.0,2.0,0.0,2.0,100.0,62.0,16.94,98.41,1.0,1.0,0.0,0.0,,,3.0,2.0,6.0,33.33,1.0,33.33,81.0,22.13,92.05,2.0,0.67,0.0,0.0,,,3.0,1.185,0.395,1.048,0.678,0.0,0.047,0.4,0.333,0.82,19.741,0.087,1.477,1.632,0.544,0.853,0.882,0.114,lucene,2.0,1,1,0,3,2,0,1,0,2.0,38,0.0,2,0.0,1.0,0,0,33.0,0,0.0,0
org.apache.lucene.index.FieldsWriter,3.0,0.0,6.0,0.0,3.0,100.0,51.0,13.93,72.86,3.0,1.0,0.0,0.0,,,8.0,10.0,56.0,17.86,1.0,12.5,56.0,15.3,36.84,23.0,0.82,0.0,0.0,,,11.0,29.0,110.0,26.36,1.0,9.09,81.0,22.13,36.49,40.5,0.74,2.33,2.12,,,11.0,7.815,0.71,0.377,0.136,2.333,-0.976,0.835,0.264,3.005,19.688,0.096,3.158,9.111,0.828,0.254,0.19,0.457,lucene,2.0,4,1,0,7,38,0,2,0,0.8888889,224,0.5,3,0.0,0.375,0,0,53.5,2,1.0,2
org.apache.lucene.search.HitDoc,1.0,0.0,0.0,0.0,0.0,1.0,100.0,19.0,5.19,100.0,0.0,0.0,,,,2.0,0.0,2.0,0.0,2.0,100.0,23.0,6.28,54.76,1.0,1.0,0.0,0.0,,,3.0,2.0,6.0,33.33,1.0,33.33,37.0,10.11,60.66,2.0,0.67,0.0,0.0,,,3.0,1.119,0.373,0.947,0.956,0.0,-0.054,0.087,0.333,0.82,18.309,0.0,1.462,2.857,0.952,0.887,0.976,0.019,lucene,2.0,1,1,0,2,2,0,1,0,2.0,18,0.0,3,0.0,1.0,0,0,12.0,0,0.0,0
org.apache.lucene.index.FieldsReader,1.0,0.0,0.0,0.0,0.0,1.0,100.0,37.0,10.11,100.0,0.0,0.0,,,,16.0,24.0,240.0,10.0,1.0,6.25,60.0,16.39,31.75,108.0,0.9,0.0,0.0,,,17.0,31.0,272.0,11.4,1.0,5.88,77.0,21.04,34.07,120.5,0.89,7.67,2.82,,,17.0,15.3,0.9,0.238,0.257,7.667,-1.435,0.683,0.114,4.645,19.283,1.825,3.266,15.371,0.904,0.191,0.285,0.487,lucene,2.0,5,1,0,10,36,2,1,0,0.625,319,1.0,3,0.0,0.33333334,0,0,62.0,1,0.8,9
org.apache.lucene.search.TermScorer,1.0,0.0,0.0,0.0,0.0,1.0,100.0,19.0,5.19,100.0,0.0,0.0,,,,13.0,12.0,156.0,7.69,3.0,23.08,122.0,33.33,31.61,72.0,0.92,0.0,0.0,,,14.0,25.0,182.0,13.74,1.0,7.14,122.0,33.33,30.12,78.5,0.86,0.83,0.46,,,14.0,13.276,0.948,0.189,0.178,0.833,-1.666,0.432,0.137,3.825,20.277,0.435,10.117,13.56,0.969,0.109,0.178,0.087,lucene,2.0,9,2,0,10,32,0,1,7,0.54545456,409,1.0,2,0.5,0.2857143,1,3,43.22222,2,1.0,0
org.apache.lucene.index.SegmentInfos,9.0,13.0,72.0,18.06,1.0,11.11,113.0,30.87,56.22,29.5,0.82,0.0,0.0,,,6.0,4.0,30.0,13.33,2.0,33.33,43.0,11.75,40.95,13.0,0.87,0.0,0.0,,,15.0,34.0,210.0,16.19,1.0,6.67,128.0,34.97,41.83,88.0,0.84,18.58,8.85,,,15.0,11.397,0.76,0.373,0.349,18.583,-0.986,0.752,0.162,4.098,20.447,0.38,5.287,12.098,0.807,0.221,0.348,0.359,lucene,2.0,6,4,0,13,30,3,9,5,0.6,216,0.33333334,0,0.9404762,0.5,0,0,34.5,1,0.8333333,7
org.apache.lucene.search.PhraseQueue,1.0,0.0,0.0,0.0,0.0,1.0,100.0,14.0,3.83,100.0,0.0,0.0,,,,2.0,0.0,2.0,0.0,2.0,100.0,30.0,8.2,90.91,1.0,1.0,0.0,0.0,,,3.0,2.0,6.0,33.33,1.0,33.33,37.0,10.11,78.72,2.0,0.67,0.0,0.0,,,3.0,1.915,0.638,1.325,0.299,0.0,0.281,0.768,0.333,0.82,17.802,0.008,0.78,2.058,0.686,0.753,0.375,0.317,lucene,2.0,2,2,0,5,4,1,3,0,2.0,37,0.0,0,0.9166667,0.6666667,1,3,17.5,4,2.0,1
org.apache.lucene.index.TermBuffer,1.0,0.0,0.0,0.0,0.0,1.0,100.0,10.0,2.73,100.0,0.0,0.0,,,,3.0,1.0,6.0,16.67,2.0,66.67,84.0,22.95,84.85,2.5,0.83,0.0,0.0,,,4.0,4.0,12.0,33.33,1.0,25.0,86.0,23.5,78.9,4.0,0.67,0.0,0.0,,,4.0,2.678,0.669,0.792,0.336,0.0,-0.233,0.546,0.333,1.093,19.667,0.028,1.756,3.539,0.885,0.444,0.394,0.127,lucene,2.0,11,1,0,4,25,0,1,6,0.52,241,1.0,1,0.0,0.24285714,0,0,20.454546,3,1.4545455,0
org.apache.lucene.index.SegmentMergeQueue,2.0,0.0,2.0,0.0,2.0,100.0,30.0,8.2,81.08,1.0,1.0,0.0,0.0,,,3.0,1.0,6.0,16.67,2.0,66.67,79.0,21.58,84.95,2.5,0.83,0.0,0.0,,,5.0,7.0,20.0,35.0,1.0,20.0,94.0,25.68,72.31,6.5,0.65,0.0,0.0,,,5.0,3.026,0.605,0.842,0.234,0.0,-0.172,0.821,0.35,1.366,19.709,0.014,2.552,3.647,0.729,0.463,0.256,0.342,lucene,2.0,3,2,0,5,9,3,2,0,2.0,47,0.0,0,0.84615386,0.5555556,1,3,14.666667,4,1.6666666,0
org.apache.lucene.search.SloppyPhraseScorer,2.0,0.0,2.0,0.0,2.0,100.0,25.0,6.83,59.52,1.0,1.0,0.0,0.0,,,12.0,16.0,132.0,12.12,2.0,16.67,102.0,27.87,34.11,58.0,0.88,0.0,0.0,,,14.0,32.0,182.0,17.58,2.0,14.29,105.0,28.69,30.79,75.0,0.82,8.0,4.4,,,14.0,10.903,0.779,0.4,0.467,8.0,-0.916,0.645,0.176,3.825,19.989,0.481,8.579,12.687,0.906,0.247,0.467,0.268,lucene,2.0,2,3,0,8,11,0,2,0,0.0,106,1.0,0,0.95238096,0.5714286,1,1,51.5,1,0.5,1
org.apache.lucene.index.TermInfosWriter,3.0,0.0,6.0,0.0,3.0,100.0,47.0,12.84,74.6,3.0,1.0,0.0,0.0,,,7.0,4.0,42.0,9.52,4.0,57.14,88.0,24.04,56.05,19.0,0.9,0.0,0.0,,,10.0,19.0,90.0,21.11,2.0,20.0,105.0,28.69,47.73,35.5,0.79,4.5,5.0,,,10.0,7.881,0.788,0.375,0.165,4.5,-0.981,0.702,0.211,2.732,20.367,0.429,3.272,9.056,0.906,0.222,0.232,0.265,lucene,2.0,6,1,0,8,29,0,2,0,0.43636364,383,0.72727275,5,0.0,0.47916666,0,0,61.0,1,0.6666667,2
