name,Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),Project,Version,wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
org.apache.tools.ant.taskdefs.JavacOutputStream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,100.0,192.0,34.41,51.61,1.0,1.0,0.0,0.0,,,2.0,0.0,2.0,0.0,2.0,100.0,192.0,34.41,51.61,1.0,1.0,0.0,0.0,,,2.0,2.0,1.0,0.5,0.0,0.0,-0.693,0.0,0.0,0.358,17.017,0.0,1.689,2.0,1.0,0.5,0.0,0.0,ant,1.4,4,2,0,1,11,0,0,1,0.22222222,68,1.0,1,0.625,0.5,1,1,15.25,2,1.0,0
org.apache.tools.ant.DirectoryScanner,43.0,64.0,1806.0,3.54,3.0,6.98,200.0,35.84,24.33,871.0,0.96,0.0,0.0,,,3.0,0.0,6.0,0.0,3.0,100.0,241.0,43.19,50.0,3.0,1.0,0.0,0.0,,,46.0,142.0,2070.0,6.86,1.0,2.17,320.0,57.35,24.54,964.0,0.93,37.5,1.81,,,46.0,43.843,0.953,0.162,0.431,37.5,-1.82,0.712,0.069,8.244,18.289,0.724,10.421,44.344,0.964,0.069,0.341,0.272,ant,1.4,23,1,1,25,52,181,23,14,0.73140496,1489,1.0,0,0.0,0.29090908,0,0,63.260868,35,6.0869565,0
org.apache.tools.ant.UnknownElement,2.0,2.0,2.0,100.0,1.0,1.0,1.0,50.0,26.0,4.66,65.0,0.0,0.0,0.0,0.0,16.0,36.0,240.0,15.0,3.0,18.75,321.0,57.53,20.59,102.0,0.85,0.0,0.0,,,18.0,58.0,306.0,18.95,1.0,5.56,325.0,58.24,20.33,124.0,0.81,3.9,1.27,,,18.0,14.407,0.8,0.263,0.33,3.9,-1.336,0.664,0.19,3.226,17.965,0.413,7.493,15.49,0.861,0.177,0.465,0.206,ant,1.4,8,3,0,12,38,4,3,6,0.52380955,243,1.0,1,0.84090906,0.35,1,4,29.0,3,1.375,0
org.apache.tools.ant.AntClassLoader,15.0,1.0,210.0,0.48,14.0,93.33,101.0,18.1,38.7,104.5,1.0,14.0,6.67,,,11.0,12.0,110.0,10.91,3.0,27.27,311.0,55.73,29.62,49.0,0.89,8.0,7.27,,,25.0,87.0,600.0,14.5,3.0,12.0,344.0,61.65,26.32,256.5,0.86,88.0,14.67,,,25.0,20.406,0.816,0.176,0.184,88.0,-1.74,0.779,0.145,4.48,18.265,0.694,7.246,21.984,0.879,0.099,0.263,0.243,ant,1.4,39,2,0,15,103,609,10,24,0.8863636,1377,0.6363636,1,0.5,0.18421052,1,5,33.74359,12,1.8461539,0
org.apache.tools.ant.types.ZipFileSet,4.0,5.0,12.0,41.67,1.0,25.0,30.0,5.38,45.45,3.5,0.58,0.0,0.0,,,11.0,18.0,110.0,16.36,2.0,18.18,299.0,53.58,28.21,46.0,0.84,0.0,0.0,,,15.0,48.0,210.0,22.86,1.0,6.67,308.0,55.2,27.35,81.0,0.77,9.83,4.68,,,15.0,11.159,0.744,0.358,0.3,9.833,-1.028,0.85,0.229,2.688,17.776,0.104,5.521,12.351,0.823,0.207,0.279,0.414,ant,1.4,9,5,0,11,20,4,4,9,0.6875,108,1.0,0,0.9191919,0.3888889,2,7,10.555555,3,1.2222222,0
org.apache.tools.ant.taskdefs.Parallel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,56.0,14.29,2.0,25.0,278.0,49.82,31.66,24.0,0.86,0.0,0.0,,,8.0,8.0,56.0,14.29,2.0,25.0,278.0,49.82,31.66,24.0,0.86,0.0,0.0,,,8.0,6.369,0.796,0.424,0.22,0.0,-0.858,0.576,0.143,1.434,17.591,0.061,3.826,7.273,0.909,0.224,0.262,0.12,ant,1.4,3,3,0,5,22,0,1,3,0.0,149,1.0,0,0.94871795,0.6666667,0,0,48.333332,1,0.6666667,0
org.apache.tools.ant.types.Environment,4.0,1.0,12.0,8.33,3.0,75.0,43.0,7.71,55.84,5.5,0.92,0.0,0.0,,,3.0,2.0,6.0,33.33,1.0,33.33,241.0,43.19,49.49,2.0,0.67,0.0,0.0,,,7.0,15.0,42.0,35.71,1.0,14.29,254.0,45.52,45.04,13.5,0.64,0.0,0.0,,,7.0,5.009,0.716,0.512,0.04,0.0,-0.669,0.851,0.357,1.254,17.345,0.001,2.737,5.84,0.834,0.294,0.121,0.348,ant,1.4,3,1,1,6,9,0,4,3,0.0,47,1.0,0,0.0,0.6666667,0,0,14.333333,1,0.6666667,0
org.apache.tools.ant.taskdefs.Jar,2.0,0.0,2.0,0.0,2.0,100.0,13.0,2.33,54.17,1.0,1.0,0.0,0.0,,,13.0,22.0,156.0,14.1,2.0,15.38,320.0,57.35,24.63,67.0,0.86,0.0,0.0,,,15.0,40.0,210.0,19.05,2.0,13.33,320.0,57.35,24.19,85.0,0.81,7.0,3.33,,,15.0,12.549,0.837,0.233,0.224,7.0,-1.456,0.57,0.19,2.688,17.959,0.935,6.101,13.22,0.881,0.129,0.203,0.18,ant,1.4,14,5,2,12,64,69,2,5,0.8076923,531,1.0,2,0.9057971,0.24603175,2,7,36.642857,6,1.3571428,0
org.apache.tools.ant.taskdefs.UpToDate,1.0,0.0,0.0,0.0,0.0,1.0,100.0,11.0,1.97,100.0,0.0,0.0,,,,15.0,22.0,210.0,10.48,3.0,20.0,296.0,53.05,21.7,94.0,0.9,0.0,0.0,,,16.0,22.0,240.0,9.17,4.0,25.0,297.0,53.23,21.6,109.0,0.91,15.0,6.25,,,16.0,13.64,0.853,0.309,0.27,15.0,-1.173,0.747,0.092,2.867,17.765,0.138,6.539,15.132,0.946,0.121,0.355,0.054,ant,1.4,10,4,0,14,35,11,1,8,0.7111111,216,1.0,1,0.8965517,0.32,1,1,20.1,10,2.1,1
org.apache.tools.ant.taskdefs.Zip,3.0,2.0,6.0,33.33,1.0,33.33,17.0,3.05,43.59,2.0,0.67,0.0,0.0,,,24.0,50.0,552.0,9.06,4.0,16.67,347.0,62.19,18.78,251.0,0.91,0.0,0.0,,,27.0,81.0,702.0,11.54,3.0,11.11,349.0,62.54,18.49,310.5,0.88,31.0,4.42,,,27.0,23.194,0.859,0.188,0.268,31.0,-1.672,0.702,0.115,4.839,18.2,3.165,9.01,24.565,0.91,0.113,0.321,0.254,ant,1.4,28,4,1,21,123,302,3,11,0.8689459,1423,1.0,0,0.75,0.1580247,4,5,49.357143,3,1.1071428,0
