name,Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),Project,Version,wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
org.apache.xerces.readers.EBCDICRecognizer,1.0,0.0,0.0,0.0,0.0,1.0,100.0,17.0,2.2,100.0,0.0,0.0,,,,14.0,23.0,182.0,12.64,2.0,14.29,82.0,10.62,25.55,79.5,0.87,2.5,1.37,,,14.0,23.0,182.0,12.64,2.0,14.29,82.0,10.62,25.55,79.5,0.87,2.5,1.37,,,14.0,12.203,0.872,0.289,0.301,2.5,-1.243,0.59,0.126,1.813,26.339,0.071,1.774,13.501,0.964,0.127,0.213,0.147,xerces,1.3.0,2,2,0,8,14,1,1,1,2.0,140,0.0,0,0.75,0.5714286,2,2,69.0,1,0.5,0
org.apache.xerces.readers.UTF8Reader,1.0,0.0,0.0,0.0,0.0,1.0,100.0,19.0,2.46,100.0,0.0,0.0,,,,18.0,18.0,306.0,5.88,4.0,22.22,99.0,12.82,26.19,144.0,0.94,0.0,0.0,,,19.0,26.0,342.0,7.6,4.0,21.05,102.0,13.21,25.69,158.0,0.92,7.33,2.14,,,19.0,17.687,0.931,0.191,0.536,7.333,-1.653,0.111,0.076,2.461,26.612,0.345,2.146,18.706,0.985,0.181,0.548,0.046,xerces,1.3.0,41,2,0,13,75,0,1,22,0.60882354,7463,0.88235295,3,0.1521739,0.17083333,1,4,180.60976,2,1.0487804,0
org.apache.xerces.readers.StringReader,1.0,0.0,0.0,0.0,0.0,1.0,100.0,19.0,2.46,100.0,0.0,0.0,,,,15.0,14.0,210.0,6.67,4.0,26.67,96.0,12.44,26.16,98.0,0.93,0.0,0.0,,,16.0,22.0,240.0,9.17,3.0,18.75,99.0,12.82,25.65,109.0,0.91,4.83,2.01,,,16.0,14.841,0.928,0.186,0.393,4.833,-1.682,0.215,0.092,2.073,26.557,0.072,2.083,15.567,0.973,0.148,0.422,0.024,xerces,1.3.0,30,2,0,11,64,0,1,22,0.5229885,2603,0.8333333,3,0.2,0.20114942,1,2,85.36667,4,1.3,0
org.apache.xerces.utils.regex.RangeToken,6.0,13.0,30.0,43.33,1.87,4.0,1.0,16.67,43.0,5.57,54.43,8.5,0.57,4.0,13.33,4.0,4.0,12.0,33.33,1.0,25.0,39.0,5.05,50.0,4.0,0.67,1.0,8.33,,,8.0,20.0,56.0,35.71,1.0,12.5,43.0,5.57,39.45,18.0,0.64,6.17,11.01,,,8.0,5.491,0.686,0.637,0.226,6.167,-0.451,0.879,0.357,1.036,19.085,0.074,0.032,5.748,0.719,0.474,0.255,0.569,xerces,1.3.0,18,2,0,6,35,0,6,1,0.6806723,2128,0.14285715,1,0.734375,0.3611111,1,7,116.833336,17,8.0,0
org.apache.xerces.readers.UCSRecognizer,1.0,0.0,0.0,0.0,0.0,1.0,100.0,17.0,2.2,100.0,0.0,0.0,,,,14.0,32.0,182.0,17.58,1.0,7.14,83.0,10.75,24.48,75.0,0.82,2.5,1.37,,,14.0,32.0,182.0,17.58,1.0,7.14,83.0,10.75,24.48,75.0,0.82,2.5,1.37,,,14.0,10.782,0.77,0.509,0.541,2.5,-0.674,0.745,0.176,1.813,26.357,0.042,1.839,12.86,0.919,0.291,0.637,0.177,xerces,1.3.0,2,2,0,8,5,1,1,1,2.0,145,0.0,0,0.75,0.5714286,0,0,71.5,1,0.5,0
org.apache.xerces.readers.CharReader,1.0,0.0,0.0,0.0,0.0,1.0,100.0,19.0,2.46,100.0,0.0,0.0,,,,10.0,10.0,90.0,11.11,2.0,20.0,82.0,10.62,32.28,40.0,0.89,0.0,0.0,,,11.0,16.0,110.0,14.55,2.0,18.18,85.0,11.01,31.14,47.0,0.85,4.0,3.64,,,11.0,8.092,0.736,0.499,0.504,4.0,-0.695,0.544,0.145,1.425,26.348,0.166,1.515,9.541,0.867,0.354,0.549,0.208,xerces,1.3.0,4,3,0,6,9,0,1,0,0.3809524,583,1.0,0,0.9268293,0.40625,1,3,143.0,1,0.75,1
org.apache.xerces.readers.UTF8Recognizer,1.0,0.0,0.0,0.0,0.0,1.0,100.0,17.0,2.2,100.0,0.0,0.0,,,,15.0,30.0,210.0,14.29,2.0,13.33,83.0,10.75,24.85,90.0,0.86,4.5,2.14,,,15.0,30.0,210.0,14.29,2.0,13.33,83.0,10.75,24.85,90.0,0.86,4.5,2.14,,,15.0,12.906,0.86,0.288,0.299,4.5,-1.246,0.63,0.143,1.943,26.357,0.073,1.844,14.366,0.958,0.164,0.395,0.197,xerces,1.3.0,2,2,0,9,18,0,2,1,0.0,239,1.0,0,0.75,0.5714286,2,2,118.0,1,0.5,0
org.apache.xerces.readers.UTF8CharReader,1.0,0.0,0.0,0.0,0.0,1.0,100.0,19.0,2.46,100.0,0.0,0.0,,,,12.0,14.0,132.0,10.61,2.0,16.67,88.0,11.4,31.1,59.0,0.89,0.0,0.0,,,13.0,20.0,156.0,12.82,2.0,15.38,91.0,11.79,30.13,68.0,0.87,6.0,3.85,,,13.0,9.866,0.759,0.443,0.519,6.0,-0.813,0.522,0.128,1.684,26.42,0.185,1.663,11.139,0.857,0.317,0.568,0.201,xerces,1.3.0,9,3,0,5,16,0,0,0,0.57954544,1583,1.0,0,0.82608694,0.36666667,1,3,173.66667,1,0.8888889,0
org.apache.xerces.readers.UCSReader,1.0,0.0,0.0,0.0,0.0,1.0,100.0,14.0,1.81,100.0,0.0,0.0,,,,20.0,19.0,380.0,5.0,5.0,25.0,99.0,12.82,25.06,180.5,0.95,0.0,0.0,,,21.0,28.0,420.0,6.67,4.0,19.05,101.0,13.08,24.69,196.0,0.93,7.83,1.87,,,21.0,19.645,0.935,0.274,0.665,7.833,-1.296,0.14,0.067,2.72,26.621,0.144,2.212,20.713,0.986,0.251,0.684,0.037,xerces,1.3.0,31,2,0,15,60,0,1,24,0.8137255,2714,0.64705884,3,0.19444445,0.18888889,1,4,86.0,5,1.2580645,0
org.apache.xml.serialize.SerializerFactoryImpl,1.0,0.0,0.0,0.0,0.0,1.0,100.0,6.0,0.78,100.0,0.0,0.0,,,,15.0,22.0,210.0,10.48,5.0,33.33,45.0,5.83,39.13,94.0,0.9,9.0,4.29,,,15.0,22.0,210.0,10.48,5.0,33.33,45.0,5.83,39.13,94.0,0.9,9.0,4.29,,,15.0,13.398,0.893,0.232,0.207,9.0,-1.461,0.554,0.105,1.943,26.214,0.921,0.781,13.763,0.918,0.194,0.223,0.411,xerces,1.3.0,6,2,0,7,20,9,1,3,0.0,136,1.0,0,0.54545456,0.43333334,1,2,21.5,5,1.5,0
