name,Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),Project,Version,wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
org.apache.poi.ddf.EscherRecord,39.0,138.0,1482.0,9.31,1.0,2.56,258.0,38.97,32.66,672.0,0.91,46.5,3.14,,,8.0,2.0,56.0,3.57,6.0,75.0,32.0,4.83,33.33,27.0,0.96,19.0,33.93,,,44.0,181.0,1892.0,9.57,1.0,2.27,258.0,38.97,30.71,855.5,0.9,168.99,8.93,,,44.0,39.005,0.886,0.128,0.294,168.993,-2.059,0.769,0.096,6.647,20.949,1.979,3.896,39.326,0.894,0.087,0.308,0.442,poi,3.0,20,1,14,37,36,164,36,18,0.84210527,141,1.0,0,0.0,0.2375,0,0,5.95,2,1.05,2
org.apache.poi.hssf.record.SubRecord,6.0,3.0,30.0,10.0,3.0,50.0,54.0,8.16,54.55,13.5,0.9,17.5,58.33,,,13.0,13.0,156.0,8.33,6.0,46.15,248.0,37.46,37.01,71.5,0.92,40.0,25.64,,,15.0,22.0,210.0,10.48,4.0,26.67,261.0,39.43,36.1,94.0,0.9,55.5,26.43,,,15.0,13.393,0.893,0.2,0.115,55.5,-1.612,0.589,0.105,2.266,20.263,0.481,4.767,14.061,0.937,0.098,0.08,0.14,poi,3.0,3,2,4,9,11,3,6,3,2.0,46,0.0,0,0.9166667,0.6666667,0,0,14.333333,6,2.0,2
org.apache.poi.hssf.record.formula.OperationPtg,23.0,19.0,506.0,3.75,5.0,21.74,84.0,12.69,36.68,243.5,0.96,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,128.0,19.34,100.0,0.0,0.0,,,,24.0,51.0,552.0,9.24,1.0,4.17,138.0,20.85,38.66,250.5,0.91,220.0,39.86,,,24.0,21.194,0.883,0.416,0.627,220.0,-0.876,0.779,0.092,3.625,19.289,0.12,2.811,21.222,0.884,0.198,0.514,0.423,poi,3.0,5,2,21,24,6,10,23,5,1.25,13,0.0,0,0.6363636,0.6,0,0,1.0,1,0.8,0
org.apache.poi.util.POILogger,10.0,9.0,90.0,10.0,4.0,40.0,231.0,34.89,75.24,40.5,0.9,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,12.0,1.81,100.0,0.0,0.0,,,,11.0,9.0,110.0,8.18,5.0,45.45,233.0,35.2,73.04,50.5,0.92,10.0,9.09,,,11.0,9.953,0.905,0.366,0.326,10.0,-1.005,0.474,0.082,1.662,20.591,1.588,1.298,9.976,0.907,0.26,0.444,0.145,poi,3.0,26,1,3,11,42,325,10,22,1.04,693,0.0,0,0.0,0.5448718,0,0,25.461538,10,1.9615384,1
org.apache.poi.hssf.record.Record,154.0,312.0,23562.0,1.32,4.0,2.6,368.0,55.59,19.33,11625.0,0.99,0.0,0.0,,,2.0,0.0,2.0,0.0,2.0,100.0,218.0,32.93,50.82,1.0,1.0,0.0,0.0,,,156.0,589.0,24180.0,2.44,1.0,0.64,374.0,56.5,16.03,11795.5,0.98,22.86,0.09,,,156.0,142.132,0.911,0.135,0.592,22.863,-2.0,0.883,0.024,23.565,22.632,6.265,34.085,143.089,0.917,0.09,0.612,0.586,poi,3.0,12,1,134,155,21,66,154,10,2.0,63,0.0,0,0.0,0.28333333,0,0,4.25,1,0.8333333,3
org.apache.poi.hssf.usermodel.HSSFShape,16.0,53.0,240.0,22.08,1.0,6.25,94.0,14.2,26.63,93.5,0.78,0.0,0.0,,,5.0,2.0,20.0,10.0,3.0,60.0,22.0,3.32,61.11,9.0,0.9,0.0,0.0,,,21.0,74.0,420.0,17.62,1.0,4.76,96.0,14.5,24.68,173.0,0.82,50.25,11.96,,,21.0,17.229,0.82,0.236,0.243,50.25,-1.445,0.82,0.176,3.172,18.78,0.46,0.701,17.961,0.855,0.16,0.337,0.39,poi,3.0,17,1,3,18,19,84,15,16,0.99404764,152,0.0,2,0.0,0.31764707,0,0,6.7058825,4,1.117647,1
org.apache.poi.poifs.filesystem.EntryNode,3.0,5.0,6.0,83.33,1.17,2.0,1.0,33.33,45.0,6.8,61.64,0.5,0.17,0.0,0.0,7.0,9.0,42.0,21.43,2.0,28.57,44.0,6.65,49.44,16.5,0.79,1.0,2.38,,,9.0,22.0,72.0,30.56,1.0,11.11,63.0,9.52,44.68,25.0,0.69,2.33,3.24,,,9.0,5.31,0.59,0.644,0.495,2.333,-0.441,0.738,0.306,1.36,17.873,0.018,0.105,6.526,0.725,0.431,0.555,0.366,poi,3.0,10,1,2,6,14,19,3,6,0.6111111,71,1.0,2,0.0,0.325,0,0,5.9,3,1.3,0
org.apache.poi.hssf.record.AbstractEscherHolderRecord,8.0,9.0,56.0,16.07,3.0,37.5,227.0,34.29,73.46,23.5,0.84,0.0,0.0,,,13.0,15.0,156.0,9.62,2.0,15.38,296.0,44.71,24.24,70.5,0.9,0.0,0.0,,,21.0,50.0,420.0,11.9,2.0,9.52,364.0,54.98,23.79,185.0,0.88,54.83,13.06,,,21.0,17.916,0.853,0.258,0.282,54.833,-1.356,0.809,0.119,3.172,21.848,0.849,8.176,18.533,0.883,0.121,0.302,0.231,poi,3.0,22,2,4,15,54,69,6,17,0.6984127,434,1.0,0,0.36666667,0.23809524,1,4,18.59091,4,1.3636364,6
org.apache.poi.hpsf.VariantTypeException,4.0,3.0,12.0,25.0,2.0,50.0,25.0,3.78,51.02,4.5,0.75,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,5.0,0.76,100.0,0.0,0.0,,,,5.0,3.0,20.0,15.0,3.0,60.0,30.0,4.53,55.56,8.5,0.85,4.0,20.0,,,5.0,4.5,0.9,0.357,0.004,4.0,-1.031,0.333,0.15,0.755,16.789,0.017,0.172,4.837,0.967,0.234,0.059,0.055,poi,3.0,3,4,2,3,4,0,2,3,0.5,21,1.0,0,0.9,0.5,0,0,5.3333335,1,0.6666667,0
org.apache.poi.hssf.record.formula.AbstractFunctionPtg,3.0,1.0,6.0,16.67,2.0,66.67,68.0,10.27,88.31,2.5,0.83,0.0,0.0,,,6.0,3.0,30.0,10.0,3.0,50.0,214.0,32.33,59.28,13.5,0.9,0.0,0.0,,,9.0,12.0,72.0,16.67,3.0,33.33,216.0,32.63,49.32,30.0,0.83,15.0,20.83,,,9.0,7.915,0.879,0.327,0.497,15.0,-1.117,0.074,0.167,1.36,19.946,5.294,1.612,8.057,0.895,0.32,0.506,0.037,poi,3.0,16,2,2,6,31,102,3,11,0.93333334,9886,0.75,1,0.1764706,0.1904762,0,0,616.375,5,1.1875,1
