name,Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),Project,Version,wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
org.apache.tools.ant.taskdefs.LoadFile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,90.0,23.33,2.0,20.0,455.0,54.82,21.96,34.5,0.77,0.0,0.0,,,10.0,21.0,90.0,23.33,2.0,20.0,455.0,54.82,21.96,34.5,0.77,0.0,0.0,,,10.0,7.17,0.717,0.337,0.141,0.0,-1.088,0.67,0.233,1.205,17.973,0.019,5.909,8.728,0.873,0.14,0.128,0.07,ant,1.5,7,3,0,7,36,0,0,7,0.6666667,261,1.0,0,0.8604651,0.34285715,2,2,35.57143,1,0.85714287,0
org.apache.tools.ant.filters.TailFilter,1.0,0.0,0.0,0.0,0.0,1.0,100.0,25.0,3.01,100.0,0.0,0.0,,,,6.0,3.0,30.0,10.0,3.0,50.0,32.0,3.86,36.36,13.5,0.9,0.0,0.0,,,7.0,3.0,42.0,7.14,4.0,57.14,44.0,5.3,38.94,19.5,0.93,6.0,14.29,,,7.0,5.934,0.848,0.402,0.298,6.0,-0.911,0.414,0.071,0.843,15.348,0.025,0.159,6.255,0.894,0.197,0.139,0.076,ant,1.5,7,5,0,5,19,1,1,5,0.52380955,285,1.0,0,0.8484849,0.47619048,2,5,38.714287,4,1.1428572,0
org.apache.tools.ant.Diagnostics,1.0,0.0,0.0,0.0,0.0,1.0,100.0,20.0,2.41,100.0,0.0,0.0,,,,4.0,2.0,12.0,16.67,2.0,50.0,372.0,44.82,50.41,5.0,0.83,1.0,8.33,,,4.0,2.0,12.0,16.67,2.0,50.0,372.0,44.82,50.41,5.0,0.83,1.0,8.33,,,4.0,2.8,0.7,1.084,0.316,1.0,0.08,0.809,0.167,0.482,17.485,0.24,1.852,3.164,0.791,0.351,0.143,0.109,ant,1.5,12,1,0,3,47,60,1,5,0.8181818,466,0.0,0,0.0,0.15,0,0,37.583332,4,1.8333334,0
org.apache.tools.ant.filters.HeadFilter,1.0,0.0,0.0,0.0,0.0,1.0,100.0,25.0,3.01,100.0,0.0,0.0,,,,6.0,3.0,30.0,10.0,3.0,50.0,32.0,3.86,36.36,13.5,0.9,0.0,0.0,,,7.0,3.0,42.0,7.14,4.0,57.14,44.0,5.3,38.94,19.5,0.93,6.0,14.29,,,7.0,5.934,0.848,0.402,0.298,6.0,-0.911,0.414,0.071,0.843,15.348,0.025,0.159,6.255,0.894,0.197,0.139,0.076,ant,1.5,7,5,0,5,18,0,1,5,0.5555556,113,1.0,0,0.8484849,0.47619048,2,4,14.714286,4,1.1428572,0
org.apache.tools.ant.filters.StripJavaComments,1.0,0.0,0.0,0.0,0.0,1.0,100.0,25.0,3.01,100.0,0.0,0.0,,,,3.0,0.0,6.0,0.0,3.0,100.0,20.0,2.41,44.44,3.0,1.0,0.0,0.0,,,4.0,0.0,12.0,0.0,4.0,100.0,33.0,3.98,47.14,6.0,1.0,3.0,25.0,,,4.0,4.0,1.0,0.313,0.266,3.0,-1.163,0.0,0.0,0.482,15.271,0.0,0.143,4.0,1.0,0.313,0.266,0.0,ant,1.5,4,4,0,3,7,0,1,4,0.0,130,1.0,0,0.9285714,0.75,2,4,31.0,1,0.5,0
org.apache.tools.ant.listener.AnsiColorLogger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,12.0,16.67,2.0,50.0,250.0,30.12,50.0,5.0,0.83,0.0,0.0,,,4.0,2.0,12.0,16.67,2.0,50.0,250.0,30.12,50.0,5.0,0.83,0.0,0.0,,,4.0,3.0,0.75,0.711,0.185,0.0,-0.342,0.531,0.167,0.482,16.897,0.012,1.513,3.642,0.911,0.372,0.379,0.018,ant,1.5,3,2,0,1,18,0,0,1,1.2424242,274,1.0,0,0.8888889,0.5,1,3,79.333336,12,5.6666665,0
org.apache.tools.ant.types.FilterChain,4.0,2.0,12.0,16.67,2.0,50.0,41.0,4.94,61.19,5.0,0.83,0.0,0.0,,,21.0,16.0,420.0,3.81,13.0,61.9,406.0,48.92,31.18,202.0,0.96,0.0,0.0,,,25.0,35.0,600.0,5.83,13.0,52.0,420.0,50.6,30.68,282.5,0.94,64.0,10.67,,,25.0,22.638,0.906,0.173,0.241,64.0,-1.755,0.637,0.058,3.012,17.777,2.28,4.152,23.431,0.937,0.074,0.184,0.151,ant,1.5,16,3,0,22,29,0,4,16,0.0,135,1.0,0,0.6666667,0.125,1,1,7.375,1,0.9375,0
org.apache.tools.ant.filters.StripLineComments,1.0,0.0,0.0,0.0,0.0,1.0,100.0,25.0,3.01,100.0,0.0,0.0,,,,7.0,3.0,42.0,7.14,4.0,57.14,33.0,3.98,37.08,19.5,0.93,0.0,0.0,,,8.0,3.0,56.0,5.36,5.0,62.5,45.0,5.42,39.47,26.5,0.95,7.0,12.5,,,8.0,7.033,0.879,0.337,0.295,7.0,-1.089,0.367,0.054,0.964,15.353,0.265,0.159,7.298,0.912,0.174,0.145,0.069,ant,1.5,8,5,0,6,26,0,1,5,0.5714286,164,1.0,0,0.8235294,0.375,2,5,19.125,4,1.125,0
org.apache.tools.ant.filters.PrefixLines,1.0,0.0,0.0,0.0,0.0,1.0,100.0,25.0,3.01,100.0,0.0,0.0,,,,6.0,3.0,30.0,10.0,3.0,50.0,32.0,3.86,36.36,13.5,0.9,0.0,0.0,,,7.0,3.0,42.0,7.14,4.0,57.14,44.0,5.3,38.94,19.5,0.93,6.0,14.29,,,7.0,5.94,0.849,0.395,0.285,6.0,-0.93,0.402,0.071,0.843,15.348,0.025,0.159,6.231,0.89,0.199,0.141,0.075,ant,1.5,7,5,0,5,22,0,1,5,0.5555556,150,1.0,0,0.8484849,0.47619048,2,5,20.0,4,1.1428572,0
org.apache.tools.ant.types.AntFilterReader,2.0,1.0,2.0,50.0,1.0,50.0,39.0,4.7,82.98,0.5,0.5,0.0,0.0,,,11.0,16.0,110.0,14.55,3.0,27.27,407.0,49.04,29.15,47.0,0.85,0.0,0.0,,,13.0,32.0,156.0,20.51,1.0,7.69,416.0,50.12,28.83,62.0,0.79,4.33,2.78,,,13.0,9.996,0.769,0.327,0.289,4.333,-1.117,0.711,0.205,1.566,17.72,0.051,4.294,10.974,0.844,0.131,0.174,0.148,ant,1.5,10,3,0,9,31,15,2,10,0.6666667,166,1.0,1,0.7692308,0.3,1,1,15.3,3,1.4,0
