name,Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),Project,Version,wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
org.apache.velocity.runtime.resource.loader.ResourceLoader,10.0,10.0,90.0,11.11,1.0,10.0,65.0,22.97,47.1,40.0,0.89,1.0,1.11,,,5.0,6.0,20.0,30.0,1.0,20.0,77.0,27.21,41.18,7.0,0.7,0.0,0.0,,,14.0,40.0,182.0,21.98,1.0,7.14,97.0,34.28,32.66,71.0,0.78,12.0,6.59,,,14.0,11.026,0.788,0.351,0.272,12.0,-1.046,0.794,0.22,4.947,36.097,0.129,3.514,11.227,0.802,0.247,0.299,0.474,velocity,1.4,11,1,3,12,15,29,9,11,0.775,68,1.0,1,0.0,0.24675325,0,0,4.818182,1,0.90909094,1
org.apache.velocity.runtime.directive.InputBase,2.0,0.0,2.0,0.0,2.0,100.0,26.0,9.19,60.47,1.0,1.0,0.0,0.0,,,9.0,11.0,72.0,15.28,1.0,11.11,127.0,44.88,35.77,30.5,0.85,0.0,0.0,,,11.0,29.0,110.0,26.36,1.0,9.09,128.0,45.23,32.16,40.5,0.74,0.0,0.0,,,11.0,7.769,0.706,0.428,0.203,0.0,-0.849,0.9,0.264,3.887,37.434,0.052,6.013,9.444,0.859,0.157,0.11,0.226,velocity,1.4,2,2,2,6,6,1,2,1,2.0,19,0.0,0,0.875,0.75,0,0,8.5,2,1.0,1
org.apache.velocity.runtime.resource.Resource,21.0,29.0,420.0,6.9,1.0,4.76,107.0,37.81,36.9,195.5,0.93,10.33,2.46,,,8.0,8.0,56.0,14.29,2.0,25.0,86.0,30.39,32.7,24.0,0.86,2.0,3.57,,,28.0,94.0,756.0,12.43,1.0,3.57,137.0,48.41,25.42,331.0,0.88,95.83,12.68,,,28.0,23.421,0.836,0.2,0.349,95.833,-1.608,0.754,0.124,9.894,39.251,1.523,6.97,24.487,0.875,0.158,0.413,0.469,velocity,1.4,17,1,2,24,20,96,21,17,0.9027778,120,1.0,2,0.0,0.23529412,0,0,5.529412,3,1.0588236,1
org.apache.velocity.context.AbstractContext,10.0,9.0,90.0,10.0,1.0,10.0,67.0,23.67,42.95,40.5,0.9,0.0,0.0,,,5.0,2.0,20.0,10.0,3.0,60.0,30.0,10.6,57.69,9.0,0.9,0.0,0.0,,,15.0,13.0,210.0,6.19,3.0,20.0,85.0,30.04,40.87,98.5,0.94,44.0,20.95,,,15.0,14.111,0.941,0.27,0.438,44.0,-1.31,0.367,0.062,5.3,33.974,0.911,1.732,14.425,0.962,0.186,0.502,0.1,velocity,1.4,13,2,1,14,17,66,10,13,0.75,95,1.0,1,0.47619048,0.46153846,0,0,6.230769,4,1.3846154,1
org.apache.velocity.runtime.directive.Directive,14.0,23.0,182.0,12.64,1.0,7.14,178.0,62.9,45.88,79.5,0.87,0.5,0.27,,,13.0,12.0,156.0,7.69,4.0,30.77,120.0,42.4,24.19,72.0,0.92,8.0,5.13,,,26.0,118.0,650.0,18.15,1.0,3.85,193.0,68.2,23.25,266.0,0.82,54.67,8.41,,,26.0,21.066,0.81,0.181,0.179,54.667,-1.712,0.835,0.182,9.187,42.365,0.62,13.27,22.824,0.878,0.12,0.226,0.432,velocity,1.4,8,1,5,20,9,16,14,8,0.7619048,40,1.0,1,0.0,0.3125,0,0,3.625,1,0.875,2
org.apache.velocity.servlet.VelocityServlet,2.0,1.0,2.0,50.0,1.0,50.0,8.0,2.83,61.54,0.5,0.5,0.0,0.0,,,19.0,31.0,342.0,9.06,4.0,21.05,125.0,44.17,26.32,155.5,0.91,0.0,0.0,,,21.0,36.0,420.0,8.57,4.0,19.05,128.0,45.23,26.23,192.0,0.91,31.0,7.38,,,21.0,19.443,0.926,0.195,0.278,31.0,-1.635,0.603,0.086,7.42,39.142,1.978,5.455,19.983,0.952,0.086,0.164,0.166,velocity,1.4,18,3,1,13,63,149,2,6,1.0196079,417,0.44444445,1,0.6,0.3382353,1,2,21.666666,5,1.1111112,1
org.apache.velocity.runtime.parser.node.AbstractExecutor,5.0,5.0,20.0,25.0,1.0,20.0,23.0,8.13,57.5,7.5,0.75,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,15.9,100.0,0.0,0.0,,,,6.0,9.0,30.0,30.0,1.0,16.67,61.0,21.55,71.76,10.5,0.7,1.0,3.33,,,6.0,4.698,0.783,0.416,0.108,1.0,-0.877,0.5,0.3,2.12,31.726,0.159,0.928,5.143,0.857,0.337,0.139,0.329,velocity,1.4,4,1,2,6,5,0,5,4,0.6666667,25,1.0,1,0.0,0.625,0,0,4.75,2,1.0,1
org.apache.velocity.runtime.visitor.BaseVisitor,3.0,1.0,6.0,16.67,2.0,66.67,78.0,27.56,90.7,2.5,0.83,0.0,0.0,,,74.0,274.0,5402.0,5.07,1.0,1.35,134.0,47.35,13.07,2564.0,0.95,0.0,0.0,,,77.0,349.0,5852.0,5.96,1.0,1.3,135.0,47.7,12.15,2751.5,0.94,106.45,1.82,,,77.0,57.089,0.741,0.235,0.646,106.453,-1.447,0.861,0.06,27.208,39.972,3.651,29.257,59.047,0.767,0.183,0.684,0.591,velocity,1.4,38,1,2,40,40,703,3,38,1.0,296,1.0,1,0.0,0.074224025,0,0,6.736842,1,0.9736842,1
org.apache.velocity.runtime.parser.JJTParserState,1.0,0.0,0.0,0.0,0.0,1.0,100.0,96.0,33.92,100.0,0.0,0.0,,,,2.0,0.0,2.0,0.0,2.0,100.0,48.0,16.96,57.83,1.0,1.0,0.0,0.0,,,3.0,0.0,6.0,0.0,3.0,100.0,117.0,41.34,65.36,3.0,1.0,2.0,33.33,,,3.0,3.0,1.0,0.644,0.841,2.0,-0.44,0.0,0.0,1.06,34.096,0.002,2.753,3.0,1.0,0.644,0.841,0.0,velocity,1.4,12,1,0,2,25,0,1,0,0.43636364,218,1.0,0,0.0,0.39583334,0,0,16.75,3,1.3333334,0
org.apache.velocity.context.InternalContextBase,2.0,0.0,2.0,0.0,2.0,100.0,28.0,9.89,87.5,1.0,1.0,0.0,0.0,,,8.0,6.0,56.0,10.71,3.0,37.5,67.0,23.67,47.18,25.0,0.89,0.0,0.0,,,10.0,16.0,90.0,17.78,1.0,10.0,78.0,27.56,44.83,37.0,0.82,5.0,5.56,,,10.0,8.583,0.858,0.343,0.136,5.0,-1.07,0.697,0.178,3.534,32.306,0.098,2.287,8.762,0.876,0.187,0.182,0.221,velocity,1.4,11,1,1,7,21,17,2,10,0.75,92,1.0,2,0.0,0.25757575,0,0,7.0,2,1.0,2
org.apache.velocity.runtime.parser.node.ASTReference,7.0,9.0,42.0,21.43,2.0,28.57,123.0,43.46,32.28,16.5,0.79,6.83,16.27,,,28.0,48.0,756.0,6.35,2.0,7.14,208.0,73.5,21.14,354.0,0.94,57.0,7.54,,,33.0,104.0,1056.0,9.85,1.0,3.03,210.0,74.2,17.63,476.0,0.9,93.47,8.85,,,33.0,29.493,0.894,0.187,0.34,93.467,-1.677,0.718,0.098,11.661,44.15,2.857,18.673,30.307,0.918,0.108,0.39,0.261,velocity,1.4,14,2,0,21,61,29,7,13,0.7897436,782,1.0,1,0.6923077,0.25396827,1,2,53.785713,18,2.2142856,4
