name,Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),Project,Version,wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
org.apache.xalan.xsltc.compiler.AbsolutePathPattern,2.0,1.0,2.0,50.0,1.0,50.0,150.0,13.46,81.97,0.5,0.5,0.0,0.0,,,28.0,120.0,756.0,15.87,1.0,3.57,373.0,33.48,16.27,318.0,0.84,85.95,11.37,,,29.0,132.0,812.0,16.26,1.0,3.45,380.0,34.11,16.0,340.0,0.84,89.7,11.05,,,29.0,25.97,0.896,0.203,0.232,89.7,-1.594,0.896,0.163,2.603,5.043,0.925,9.862,26.759,0.923,0.084,0.19,0.279,xalan,2.5.0,8,5,0,29,45,0,1,8,0.14285715,241,1.0,1,0.9339623,0.27083334,4,5,29.0,6,1.875,0
org.apache.xalan.xsltc.compiler.DocumentCall,1.0,0.0,0.0,0.0,0.0,1.0,100.0,82.0,7.36,100.0,0.0,0.0,,,,23.0,116.0,506.0,22.92,2.0,8.7,196.0,17.59,10.25,195.0,0.77,0.0,0.0,,,24.0,125.0,552.0,22.64,1.0,4.17,207.0,18.58,10.38,213.5,0.77,3.41,0.62,,,24.0,21.226,0.884,0.219,0.193,3.41,-1.52,0.911,0.226,2.154,4.882,0.006,9.693,21.717,0.905,0.09,0.168,0.252,xalan,2.5.0,3,4,0,21,26,0,0,3,0.16666667,246,1.0,3,0.97959185,0.44444445,3,14,80.0,4,1.6666666,0
org.apache.xalan.xsltc.compiler.Number,1.0,0.0,0.0,0.0,0.0,1.0,100.0,101.0,9.07,100.0,0.0,0.0,,,,38.0,182.0,1406.0,12.94,4.0,10.53,198.0,17.77,9.25,612.0,0.87,165.5,11.77,,,38.0,182.0,1406.0,12.94,4.0,10.53,198.0,17.77,9.25,612.0,0.87,165.5,11.77,,,38.0,35.159,0.925,0.152,0.317,165.495,-1.882,0.726,0.129,3.411,4.878,0.422,10.977,35.859,0.944,0.085,0.41,0.21,xalan,2.5.0,15,3,0,52,104,23,1,9,0.79831934,1308,1.0,8,0.8115942,0.21428572,2,3,85.066666,14,3.1333334,1
org.apache.xalan.xsltc.compiler.util.SlotAllocator,1.0,0.0,0.0,0.0,0.0,1.0,100.0,124.0,11.13,100.0,0.0,0.0,,,,2.0,0.0,2.0,0.0,2.0,100.0,74.0,6.64,51.39,1.0,1.0,0.0,0.0,,,3.0,0.0,6.0,0.0,3.0,100.0,143.0,12.84,53.36,3.0,1.0,2.0,33.33,,,3.0,3.0,1.0,0.333,0.0,2.0,-1.099,0.0,0.0,0.269,4.73,0.0,1.22,3.0,1.0,0.333,0.0,0.0,xalan,2.5.0,4,1,0,4,16,0,1,3,0.5,242,1.0,0,0.0,0.4375,0,0,58.5,6,3.0,0
org.apache.xalan.xsltc.compiler.BooleanExpr,2.0,1.0,2.0,50.0,1.0,50.0,120.0,10.77,81.08,0.5,0.5,0.0,0.0,,,12.0,15.0,132.0,11.36,2.0,16.67,167.0,14.99,13.91,58.5,0.89,0.0,0.0,,,14.0,30.0,182.0,16.48,1.0,7.14,193.0,17.32,14.31,76.0,0.84,3.5,1.92,,,14.0,11.491,0.821,0.446,0.307,3.5,-0.809,0.942,0.165,1.257,4.869,0.001,6.302,12.579,0.898,0.136,0.236,0.163,xalan,2.5.0,7,3,0,17,16,1,1,7,0.33333334,70,1.0,0,0.9220779,0.37142858,2,8,8.857142,2,1.1428572,0
org.apache.xalan.xsltc.compiler.UseAttributeSets,5.0,5.0,20.0,25.0,1.0,20.0,47.0,4.22,34.56,7.5,0.75,4.5,22.5,,,20.0,86.0,380.0,22.63,2.0,10.0,191.0,17.15,10.71,147.0,0.77,17.0,4.47,,,24.0,163.0,552.0,29.53,1.0,4.17,193.0,17.32,10.2,194.5,0.7,5.15,0.93,,,24.0,19.412,0.809,0.222,0.192,5.152,-1.503,0.955,0.295,2.154,4.756,0.005,9.633,20.248,0.844,0.108,0.149,0.405,xalan,2.5.0,4,3,0,19,30,0,5,4,0.8333333,127,1.0,0,0.9491525,0.41666666,1,4,30.25,4,2.0,1
org.apache.xalan.xsltc.compiler.RoundCall,1.0,0.0,0.0,0.0,0.0,1.0,100.0,82.0,7.36,100.0,0.0,0.0,,,,10.0,16.0,90.0,17.78,2.0,20.0,166.0,14.9,17.97,37.0,0.82,0.0,0.0,,,11.0,21.0,110.0,19.09,1.0,9.09,184.0,16.52,18.29,44.5,0.81,1.58,1.44,,,11.0,9.08,0.825,0.457,0.23,1.583,-0.784,0.913,0.191,0.987,4.867,0.001,4.587,9.724,0.884,0.153,0.176,0.163,xalan,2.5.0,2,4,0,15,13,1,0,2,2.0,61,0.0,0,0.9896907,0.6,2,4,29.5,1,0.5,1
org.apache.xalan.xsltc.compiler.UnaryOpExpr,1.0,0.0,0.0,0.0,0.0,1.0,100.0,82.0,7.36,100.0,0.0,0.0,,,,18.0,70.0,306.0,22.88,1.0,5.56,180.0,16.16,10.98,118.0,0.77,0.0,0.0,,,19.0,75.0,342.0,21.93,1.0,5.26,192.0,17.24,11.16,133.5,0.78,5.0,1.46,,,19.0,16.399,0.863,0.326,0.256,5.0,-1.12,0.952,0.219,1.706,4.871,0.009,8.362,17.142,0.902,0.142,0.217,0.339,xalan,2.5.0,6,3,0,13,28,0,0,6,0.0,101,1.0,1,0.93421054,0.30555555,2,8,15.666667,1,0.8333333,0
org.apache.xalan.xsltc.compiler.StringLengthCall,1.0,0.0,0.0,0.0,0.0,1.0,100.0,82.0,7.36,100.0,0.0,0.0,,,,12.0,25.0,132.0,18.94,2.0,16.67,173.0,15.53,15.06,53.5,0.81,0.0,0.0,,,13.0,30.0,156.0,19.23,1.0,7.69,189.0,16.97,15.35,63.0,0.81,2.25,1.44,,,13.0,10.665,0.82,0.406,0.251,2.25,-0.902,0.919,0.192,1.167,4.868,0.001,5.67,11.326,0.871,0.139,0.165,0.192,xalan,2.5.0,2,4,0,11,13,1,0,2,2.0,44,0.0,0,0.9896907,0.6,2,4,21.0,2,1.0,0
org.apache.xalan.xsltc.compiler.Step,7.0,15.0,42.0,35.71,1.0,14.29,144.0,12.93,44.17,13.5,0.64,12.33,29.37,,,32.0,171.0,992.0,17.24,1.0,3.13,423.0,37.97,17.39,410.5,0.83,19.83,2.0,,,36.0,256.0,1260.0,20.32,1.0,2.78,428.0,38.42,16.19,502.0,0.8,60.77,4.82,,,36.0,29.57,0.821,0.208,0.35,60.766,-1.571,0.906,0.203,3.232,5.065,1.18,11.083,31.176,0.866,0.136,0.411,0.465,xalan,2.5.0,16,4,0,30,69,10,5,13,0.56666666,787,1.0,0,0.82954544,0.23214285,2,9,47.9375,16,3.3125,2
