name,Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),Project,Version,wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
org.gjt.sp.jedit.bsh.org.objectweb.asm.Item,2.0,2.0,2.0,100.0,1.0,1.0,1.0,50.0,13.0,0.93,68.42,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,100.0,10.0,0.72,83.33,1.0,1.0,1.0,50.0,,,3.0,3.0,6.0,50.0,1.0,33.33,13.0,0.93,59.09,1.5,0.5,0.5,8.33,,,3.0,1.906,0.635,0.966,0.352,0.5,-0.035,0.499,0.5,0.215,8.746,0.0,0.001,2.336,0.779,0.775,0.431,0.301,jEdit,4.3,8,1,0,2,11,0,2,0,0.6883117,256,0.0,1,0.0,0.265625,0,0,29.625,12,2.75,0
org.gjt.sp.jedit.JEditActionSet,15.0,33.0,210.0,15.71,2.0,13.33,590.0,42.29,62.5,88.5,0.84,23.33,11.11,,,15.0,14.0,210.0,6.67,6.0,40.0,218.0,15.63,43.86,98.0,0.93,23.0,10.95,,,28.0,86.0,756.0,11.38,3.0,10.71,641.0,45.95,45.24,335.0,0.89,159.25,21.06,,,28.0,25.309,0.904,0.172,0.24,159.25,-1.757,0.727,0.114,2.007,11.61,0.634,4.921,26.027,0.93,0.088,0.2,0.288,jEdit,4.3,19,1,2,16,55,0,10,14,0.7222222,398,0.8,1,0.0,0.2013889,0,0,19.68421,3,1.6315789,0
org.gjt.sp.jedit.input.AbstractInputHandler,18.0,47.0,306.0,15.36,1.0,5.56,596.0,42.72,54.18,129.5,0.85,0.0,0.0,,,12.0,8.0,132.0,6.06,5.0,41.67,187.0,13.41,43.19,62.0,0.94,0.0,0.0,,,30.0,108.0,870.0,12.41,3.0,10.0,637.0,45.66,41.55,381.0,0.88,153.93,17.69,,,30.0,27.38,0.913,0.236,0.448,153.933,-1.442,0.637,0.124,2.151,11.595,0.495,5.139,27.458,0.915,0.203,0.519,0.385,jEdit,4.3,22,1,2,21,52,201,15,19,0.947619,411,0.9,1,0.0,0.2,0,0,17.227272,6,1.9545455,0
org.gjt.sp.jedit.JEditAbstractEditAction,16.0,40.0,240.0,16.67,3.0,18.75,490.0,35.13,60.79,100.0,0.83,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,0.07,0.0,0.0,,,,,17.0,40.0,272.0,14.71,4.0,23.53,491.0,35.2,60.84,116.0,0.85,16.0,5.88,,,17.0,14.813,0.871,0.292,0.301,16.0,-1.23,0.754,0.147,1.219,11.438,0.338,3.035,15.509,0.912,0.167,0.381,0.267,jEdit,4.3,7,1,2,19,8,0,19,5,0.5833333,41,1.0,0,0.0,0.5,0,0,4.571429,1,0.71428573,0
org.gjt.sp.jedit.BeanShellFacade,4.0,2.0,12.0,16.67,2.0,50.0,65.0,4.66,69.89,5.0,0.83,0.0,0.0,,,25.0,62.0,600.0,10.33,5.0,20.0,389.0,27.89,29.9,269.0,0.9,0.0,0.0,,,29.0,99.0,812.0,12.19,3.0,10.34,406.0,29.1,29.12,356.5,0.88,47.4,5.84,,,29.0,25.146,0.867,0.213,0.319,47.4,-1.545,0.819,0.122,2.079,11.348,2.011,2.867,25.812,0.89,0.123,0.36,0.328,jEdit,4.3,16,1,2,17,39,74,4,7,0.85,360,1.0,3,0.0,0.26666668,0,0,21.25,3,1.0,0
org.gjt.sp.jedit.JEditActionContext,12.0,21.0,132.0,15.91,1.0,8.33,580.0,41.58,65.91,55.5,0.84,3.83,2.9,,,7.0,3.0,42.0,7.14,4.0,57.14,48.0,3.44,66.67,19.5,0.93,9.0,21.43,,,18.0,26.0,306.0,8.5,2.0,11.11,585.0,41.94,63.31,140.0,0.92,73.83,24.13,,,18.0,16.825,0.935,0.201,0.247,73.833,-1.603,0.498,0.085,1.29,11.522,0.518,3.011,16.985,0.944,0.139,0.371,0.127,jEdit,4.3,8,1,2,8,32,0,6,8,0.5714286,224,0.25,0,0.0,0.35,0,0,26.5,3,1.875,0
org.gjt.sp.jedit.gui.FilteredListModel,3.0,1.0,6.0,16.67,2.0,66.67,24.0,1.72,92.31,2.5,0.83,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,0.07,0.0,0.0,,,,,4.0,1.0,12.0,8.33,3.0,75.0,25.0,1.79,92.59,5.5,0.92,3.0,25.0,,,4.0,3.81,0.952,0.391,0.325,3.0,-0.94,0.114,0.083,0.287,10.275,0.285,0.121,3.879,0.97,0.372,0.381,0.062,jEdit,4.3,23,2,1,3,51,195,3,13,0.8090909,300,1.0,0,0.2413793,0.1660079,0,0,11.826087,7,1.5652174,0
org.gjt.sp.jedit.gui.FilteredTableModel,5.0,6.0,20.0,30.0,2.0,40.0,31.0,2.22,67.39,7.0,0.7,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,0.07,0.0,0.0,,,,,6.0,6.0,30.0,20.0,3.0,50.0,32.0,2.29,68.09,12.0,0.8,5.0,16.67,,,6.0,5.067,0.844,0.461,0.256,5.0,-0.774,0.47,0.2,0.43,10.325,0.286,0.22,5.21,0.868,0.267,0.171,0.16,jEdit,4.3,20,2,1,5,55,60,5,16,0.68421054,320,1.0,0,0.45714286,0.23125,1,1,14.75,5,1.7,0
org.gjt.sp.jedit.bsh.Primitive,39.0,155.0,1482.0,10.46,1.0,2.56,151.0,10.82,15.13,663.5,0.9,28.77,1.94,,,11.0,16.0,110.0,14.55,3.0,27.27,84.0,6.02,33.33,47.0,0.85,5.0,4.55,,,48.0,268.0,2256.0,11.88,2.0,4.17,154.0,11.04,12.96,994.0,0.88,191.13,8.47,,,48.0,43.04,0.897,0.235,0.485,191.126,-1.449,0.796,0.119,3.441,10.686,0.327,0.78,44.148,0.92,0.194,0.498,0.596,jEdit,4.3,45,1,0,44,85,820,39,29,0.6363636,1940,0.25,2,0.0,0.08971292,1,1,42.02222,14,2.8,0
org.gjt.sp.jedit.bsh.BSHAllocationExpression,1.0,0.0,0.0,0.0,0.0,1.0,100.0,57.0,4.09,100.0,0.0,0.0,,,,32.0,190.0,992.0,19.15,1.0,3.13,130.0,9.32,11.81,401.0,0.81,0.0,0.0,,,33.0,204.0,1056.0,19.32,1.0,3.03,134.0,9.61,11.57,426.0,0.81,8.4,0.8,,,33.0,28.59,0.866,0.171,0.232,8.405,-1.764,0.87,0.193,2.366,10.541,0.146,0.678,28.949,0.877,0.097,0.2,0.449,jEdit,4.3,11,2,0,22,57,53,1,1,0.8,455,1.0,0,0.65384614,0.4090909,1,1,40.272728,1,0.8181818,0
