name,Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),Project,Version,wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
org.apache.xml.serialize.SerializerFactoryImpl,1.0,0.0,0.0,0.0,0.0,1.0,100.0,6.0,0.77,100.0,0.0,0.0,,,,15.0,22.0,210.0,10.48,5.0,33.33,44.0,5.68,39.64,94.0,0.9,9.0,4.29,,,15.0,22.0,210.0,10.48,5.0,33.33,44.0,5.68,39.64,94.0,0.9,9.0,4.29,,,15.0,13.43,0.895,0.232,0.206,9.0,-1.462,0.555,0.105,1.935,24.525,1.146,0.689,13.79,0.919,0.195,0.221,0.416,xerces,1.4.4,6,2,0,7,20,9,1,3,0.0,136,1.0,0,0.54545456,0.43333334,1,2,21.5,5,1.5,2
org.apache.xerces.dom.DeferredAttrNSImpl,1.0,0.0,0.0,0.0,0.0,1.0,100.0,36.0,4.65,100.0,0.0,0.0,,,,12.0,14.0,132.0,10.61,3.0,25.0,134.0,17.29,38.18,59.0,0.89,3.0,2.27,,,12.0,14.0,132.0,10.61,3.0,25.0,134.0,17.29,38.18,59.0,0.89,3.0,2.27,,,12.0,10.15,0.846,0.299,0.192,3.0,-1.209,0.626,0.106,1.548,30.368,0.148,5.129,11.032,0.919,0.145,0.148,0.161,xerces,1.4.4,4,4,0,5,18,0,1,1,0.6666667,123,0.5,0,0.95522386,0.5,4,9,29.25,9,2.75,2
org.apache.xerces.dom.DeferredAttrImpl,1.0,0.0,0.0,0.0,0.0,1.0,100.0,36.0,4.65,100.0,0.0,0.0,,,,10.0,10.0,90.0,11.11,2.0,20.0,133.0,17.16,39.12,40.0,0.89,1.0,1.11,,,10.0,10.0,90.0,11.11,2.0,20.0,133.0,17.16,39.12,40.0,0.89,1.0,1.11,,,10.0,7.844,0.784,0.455,0.311,1.0,-0.787,0.71,0.111,1.29,30.333,0.065,4.853,8.842,0.884,0.193,0.279,0.137,xerces,1.4.4,4,3,0,4,12,0,1,1,0.6666667,58,0.5,0,0.95238096,0.5,2,7,13.0,2,1.0,2
org.xml.sax.helpers.XMLReaderFactory,1.0,0.0,0.0,0.0,0.0,1.0,100.0,23.0,2.97,100.0,0.0,0.0,,,,9.0,11.0,72.0,15.28,2.0,22.22,62.0,8.0,45.93,30.5,0.85,0.0,0.0,,,10.0,16.0,90.0,17.78,2.0,20.0,64.0,8.26,40.51,37.0,0.82,4.0,4.44,,,10.0,8.098,0.81,0.538,0.394,4.0,-0.62,0.752,0.178,1.29,25.578,0.258,0.501,8.161,0.816,0.295,0.535,0.229,xerces,1.4.4,3,1,0,0,14,3,0,2,2.0,102,0.0,0,0.0,0.33333334,0,0,33.0,1,0.6666667,1
org.apache.html.dom.HTMLCollectionImpl,7.0,11.0,42.0,26.19,1.0,14.29,110.0,14.19,53.4,15.5,0.74,0.0,0.0,,,30.0,36.0,870.0,4.14,12.0,40.0,166.0,21.42,34.09,417.0,0.96,0.0,0.0,,,37.0,106.0,1332.0,7.96,7.0,18.92,212.0,27.35,30.59,613.0,0.92,138.17,10.37,,,37.0,33.519,0.906,0.242,0.493,138.167,-1.42,0.671,0.08,4.774,31.62,2.556,9.69,34.281,0.927,0.115,0.416,0.244,xerces,1.4.4,9,1,0,9,22,18,7,3,1.0288461,366,0.15384616,1,0.0,0.31746033,0,0,38.22222,17,4.6666665,2
org.apache.xerces.jaxp.DefaultValidationErrorHandler,2.0,0.0,2.0,0.0,2.0,100.0,42.0,5.42,89.36,1.0,1.0,0.0,0.0,,,5.0,4.0,20.0,20.0,2.0,40.0,48.0,6.19,64.0,8.0,0.8,0.0,0.0,,,7.0,8.0,42.0,19.05,1.0,14.29,67.0,8.65,54.92,17.0,0.81,5.0,11.9,,,7.0,5.674,0.811,0.522,0.199,5.0,-0.651,0.7,0.19,0.903,26.015,0.019,0.605,6.423,0.918,0.228,0.173,0.148,xerces,1.4.4,3,2,0,2,12,0,2,1,0.5,79,1.0,0,0.9444444,0.75,0,0,24.666666,1,0.33333334,1
javax.xml.parsers.FactoryFinder,2.0,0.0,2.0,0.0,2.0,100.0,18.0,2.32,85.71,1.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,0.39,100.0,0.0,0.0,,,,3.0,2.0,6.0,33.33,1.0,33.33,18.0,2.32,75.0,2.0,0.67,0.0,0.0,,,3.0,1.246,0.415,0.97,0.76,0.0,-0.031,0.293,0.333,0.387,20.694,0.0,0.051,2.055,0.685,0.833,0.73,0.218,xerces,1.4.4,6,1,0,0,36,15,0,0,0.93333334,304,0.33333334,0,0.0,0.33333334,0,0,49.166668,1,0.8333333,1
org.apache.html.dom.HTMLFontElementImpl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,20.0,15.0,3.0,60.0,148.0,19.1,53.62,8.5,0.85,0.0,0.0,,,5.0,3.0,20.0,15.0,3.0,60.0,148.0,19.1,53.62,8.5,0.85,0.0,0.0,,,5.0,3.671,0.734,0.903,0.51,0.0,-0.102,0.598,0.15,0.645,28.399,0.313,2.854,4.678,0.936,0.372,0.577,0.02,xerces,1.4.4,7,4,0,2,11,21,0,7,2.0,43,0.0,0,0.94,0.5714286,0,0,5.142857,1,0.85714287,2
org.apache.xml.serialize.TextSerializer,1.0,0.0,0.0,0.0,0.0,1.0,100.0,15.0,1.94,100.0,0.0,0.0,,,,14.0,16.0,182.0,8.79,4.0,28.57,160.0,20.65,43.13,83.0,0.91,0.0,0.0,,,15.0,19.0,210.0,9.05,4.0,26.67,165.0,21.29,42.75,95.5,0.91,10.0,4.76,,,15.0,12.802,0.853,0.396,0.493,10.0,-0.926,0.616,0.09,1.935,31.568,1.674,5.03,13.854,0.924,0.202,0.36,0.247,xerces,1.4.4,17,2,0,5,37,128,1,11,2.0,287,0.0,0,0.7777778,0.21764706,1,12,15.882353,3,1.117647,2
org.apache.html.dom.HTMLFormElementImpl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,132.0,19.7,1.0,8.33,188.0,24.26,39.25,53.0,0.8,0.0,0.0,,,12.0,26.0,132.0,19.7,1.0,8.33,188.0,24.26,39.25,53.0,0.8,0.0,0.0,,,12.0,9.725,0.81,0.432,0.302,0.0,-0.84,0.835,0.197,1.548,28.929,0.075,6.322,10.219,0.852,0.194,0.414,0.133,xerces,1.4.4,18,4,0,3,25,153,0,18,0.9411765,102,1.0,1,0.8468468,0.4814815,0,0,4.611111,2,1.0,3
