name,Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),Project,Version,wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
org.apache.lucene.search.HitQueue,4.0,2.0,12.0,16.67,2.0,50.0,34.0,4.83,44.16,5.0,0.83,0.0,0.0,,,2.0,0.0,2.0,0.0,2.0,100.0,40.0,5.68,85.11,1.0,1.0,0.0,0.0,,,6.0,10.0,30.0,33.33,1.0,16.67,64.0,9.09,51.61,10.0,0.67,0.0,0.0,,,6.0,3.547,0.591,0.715,0.251,0.0,-0.335,0.845,0.333,0.852,27.202,0.007,1.205,3.704,0.617,0.404,0.416,0.28,lucene,2.4,2,2,0,6,4,1,4,0,2.0,39,0.0,0,0.9230769,0.6666667,1,3,18.5,4,2.0,1
org.apache.lucene.index.CharBlockPool,4.0,6.0,12.0,50.0,1.0,25.0,53.0,7.53,49.07,3.0,0.5,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,100.0,79.0,11.22,100.0,0.0,0.0,,,,5.0,10.0,20.0,50.0,1.0,20.0,114.0,16.19,60.96,5.0,0.5,0.0,0.0,,,5.0,2.584,0.517,0.96,0.381,0.0,-0.04,0.824,0.5,0.71,30.702,0.0,1.234,3.684,0.737,0.392,0.358,0.162,lucene,2.4,3,1,0,5,7,0,4,3,0.35714287,106,0.14285715,1,0.0,0.6666667,0,0,32.0,2,1.0,0
org.apache.lucene.index.TermVectorsTermsWriterPerField,2.0,2.0,2.0,100.0,1.0,1.0,1.0,50.0,38.0,5.4,80.85,0.0,0.0,0.0,0.0,33.0,83.0,1056.0,7.86,1.0,3.03,178.0,25.28,31.5,486.5,0.92,53.2,5.04,,,33.0,83.0,1056.0,7.86,1.0,3.03,178.0,25.28,31.5,486.5,0.92,53.2,5.04,,,33.0,30.566,0.926,0.141,0.316,53.2,-1.961,0.606,0.079,4.688,33.098,1.808,3.179,31.152,0.944,0.09,0.265,0.34,lucene,2.4,11,2,0,19,40,17,2,2,0.775,599,0.0,6,0.4,0.22222222,0,0,52.363636,15,2.8181818,1
org.apache.lucene.index.FreqProxFieldMergeState,1.0,0.0,0.0,0.0,0.0,1.0,100.0,37.0,5.26,100.0,0.0,0.0,,,,13.0,30.0,156.0,19.23,1.0,7.69,146.0,20.74,50.52,63.0,0.81,0.0,0.0,,,14.0,43.0,182.0,23.63,1.0,7.14,153.0,21.73,46.93,69.5,0.76,1.67,0.92,,,14.0,11.025,0.787,0.42,0.38,1.667,-0.867,0.81,0.236,1.989,31.755,0.19,2.098,11.868,0.848,0.305,0.419,0.481,lucene,2.4,5,1,0,10,16,0,1,2,0.75,238,0.14285715,6,0.0,0.41666666,0,0,43.8,1,0.6,0
org.apache.lucene.index.SegmentMerger,3.0,1.0,6.0,16.67,2.0,66.67,112.0,15.91,80.58,2.5,0.83,3.0,50.0,,,47.0,153.0,2162.0,7.08,2.0,4.26,340.0,48.3,25.95,1004.5,0.93,73.87,3.42,,,48.0,160.0,2256.0,7.09,2.0,4.17,343.0,48.72,25.79,1048.0,0.93,112.12,4.97,,,48.0,44.306,0.923,0.118,0.297,112.117,-2.133,0.694,0.071,6.818,37.911,3.245,15.168,45.195,0.942,0.075,0.292,0.35,lucene,2.4,23,1,0,31,128,39,4,0,0.8129371,1901,0.88461536,10,0.0,0.1694215,0,0,80.521736,6,1.0869565,4
org.apache.lucene.index.DocFieldConsumersPerThread,2.0,1.0,2.0,50.0,1.0,50.0,18.0,2.56,90.0,0.5,0.5,1.0,50.0,,,13.0,22.0,156.0,14.1,1.0,7.69,66.0,9.38,35.11,67.0,0.86,13.92,8.92,,,13.0,22.0,156.0,14.1,1.0,7.69,66.0,9.38,35.11,67.0,0.86,13.92,8.92,,,13.0,11.819,0.909,0.253,0.187,13.917,-1.375,0.571,0.141,1.847,27.108,0.104,0.895,12.12,0.932,0.188,0.23,0.319,lucene,2.4,7,2,0,9,19,0,2,5,0.6944444,146,0.0,4,0.44444445,0.2777778,0,0,19.0,3,1.0,0
org.apache.lucene.index.TermsHash,3.0,4.0,6.0,66.67,1.0,33.33,100.0,14.2,71.43,1.0,0.33,2.0,33.33,,,18.0,41.0,306.0,13.4,2.0,11.11,160.0,22.73,41.03,132.5,0.87,38.73,12.66,,,18.0,41.0,306.0,13.4,2.0,11.11,160.0,22.73,41.03,132.5,0.87,38.73,12.66,,,18.0,15.756,0.875,0.311,0.352,38.733,-1.168,0.727,0.134,2.557,32.161,0.28,2.898,16.367,0.909,0.197,0.359,0.365,lucene,2.4,13,2,0,14,52,0,3,5,0.7638889,584,0.33333334,5,0.3529412,0.17948718,0,0,43.0,20,3.3076923,0
org.apache.lucene.index.SegmentInfos,23.0,64.0,506.0,12.65,1.0,4.35,258.0,36.65,44.25,221.0,0.87,19.12,3.78,,,14.0,19.0,182.0,10.44,4.0,28.57,108.0,15.34,35.41,81.5,0.9,20.5,11.26,,,35.0,141.0,1190.0,11.85,3.0,8.57,293.0,41.62,34.47,524.5,0.88,180.68,15.18,,,35.0,30.657,0.876,0.197,0.408,180.683,-1.623,0.793,0.118,4.972,36.515,1.519,9.349,31.017,0.886,0.141,0.436,0.499,lucene,2.4,38,4,0,30,97,553,22,28,0.9379968,729,0.4117647,1,0.6869565,0.16216215,1,2,17.736841,6,1.2894737,11
org.apache.lucene.search.SloppyPhraseScorer,2.0,0.0,2.0,0.0,2.0,100.0,27.0,3.84,61.36,1.0,1.0,0.0,0.0,,,12.0,16.0,132.0,12.12,2.0,16.67,117.0,16.62,32.87,58.0,0.88,0.0,0.0,,,14.0,32.0,182.0,17.58,2.0,14.29,122.0,17.33,30.5,75.0,0.82,8.0,4.4,,,14.0,11.052,0.789,0.468,0.631,8.0,-0.76,0.434,0.176,1.989,30.358,0.214,6.031,12.739,0.91,0.389,0.673,0.237,lucene,2.4,5,4,0,8,20,0,2,0,0.625,389,1.0,2,0.8333333,0.325,1,1,76.0,5,2.0,2
org.apache.lucene.search.PhrasePositions,4.0,3.0,12.0,25.0,1.0,25.0,17.0,2.41,39.53,4.5,0.75,0.0,0.0,,,4.0,2.0,12.0,16.67,2.0,50.0,47.0,6.68,40.17,5.0,0.83,0.0,0.0,,,8.0,11.0,56.0,19.64,1.0,12.5,57.0,8.1,35.63,22.5,0.8,7.0,12.5,,,8.0,6.818,0.852,0.447,0.504,7.0,-0.806,0.338,0.196,1.136,28.037,0.044,2.289,7.19,0.899,0.368,0.525,0.197,lucene,2.4,5,1,0,5,12,0,4,0,0.6785714,95,0.0,2,0.0,0.53333336,0,0,16.6,1,0.8,0
